t,roll,pitch,true_hdg,acc_g,naive_hdg,module_hdg,stab_hdg,mag_trust
2.25,4.64,-7.15,87.37,0.997,87.62,90.32,93.16,1.0
2.3,6.1,-7.34,87.29,0.995,87.37,90.21,93.13,1.0
2.35,7.49,-7.45,87.24,0.992,87.17,90.13,93.09,1.0
2.4,8.82,-7.48,87.22,0.99,87.01,90.08,93.05,1.0
2.45,10.08,-7.42,87.22,0.988,86.9,90.04,93.0,1.0
2.5,11.26,-7.3,87.24,0.986,86.83,90.03,92.94,1.0
2.55,12.35,-7.11,87.28,0.985,86.79,90.03,92.88,1.0
2.6,13.35,-6.85,87.33,0.984,86.79,90.05,91.84,1.0
2.65,14.27,-6.54,87.41,0.983,86.8,90.09,91.84,1.0
2.7,15.09,-6.17,87.49,0.982,86.84,90.14,91.82,1.0
2.75,15.81,-5.77,87.59,0.982,86.89,90.2,91.81,1.0
2.8,16.43,-5.32,87.7,0.981,86.96,90.27,91.78,1.0
2.85,16.95,-4.85,87.81,0.981,87.03,90.35,91.76,1.0
2.9,17.36,-4.36,87.93,0.981,87.1,90.44,91.73,1.0
2.95,17.67,-3.86,88.05,0.98,87.17,90.52,91.71,1.0
3.0,17.87,-3.35,88.18,0.98,87.24,90.61,91.68,1.0
3.05,17.96,-2.85,88.3,0.98,87.3,90.69,91.65,1.0
3.1,17.95,-2.35,88.42,0.98,87.36,90.77,91.62,1.0
3.15,17.83,-1.88,88.53,0.979,87.41,90.85,91.59,1.0
3.2,17.59,-1.42,88.64,0.979,87.46,90.92,91.56,1.0
3.25,17.25,-1.0,88.75,0.979,87.5,90.98,91.54,1.0
3.3,16.81,-0.61,88.84,0.979,87.54,91.04,91.51,1.0
3.35,16.25,-0.27,88.93,0.978,87.57,91.09,91.49,1.0
3.4,15.59,0.04,89.0,0.978,87.61,91.12,91.46,1.0
3.45,14.83,0.3,89.07,0.978,87.65,91.15,91.44,1.0
3.5,13.97,0.5,89.13,0.978,87.69,91.17,91.42,1.0
3.55,13.01,0.66,89.18,0.978,87.74,91.18,91.4,1.0
3.6,11.96,0.77,89.22,0.978,87.81,91.19,91.39,1.0
3.65,10.82,0.83,89.25,0.979,87.89,91.18,91.37,1.0
3.7,9.59,0.84,89.27,0.979,87.99,91.17,91.36,1.0
3.75,8.28,0.8,89.29,0.98,88.11,91.15,91.34,1.0
3.8,6.91,0.72,89.29,0.981,88.25,91.13,91.33,1.0
3.85,5.46,0.59,89.29,0.982,88.43,91.1,91.32,1.0
3.9,3.96,0.43,89.29,0.983,88.64,91.08,91.31,1.0
3.95,2.4,0.24,89.28,0.985,88.87,91.05,91.3,1.0
4.0,0.81,0.02,89.27,0.987,89.15,91.03,91.29,1.0
4.05,-0.82,-0.23,89.26,0.989,89.45,91.01,91.28,1.0
4.1,-2.47,-0.49,89.25,0.991,89.78,91.0,91.27,1.0
4.15,-4.13,-0.76,89.24,0.994,90.15,91.0,91.26,1.0
4.2,-5.79,-1.04,89.23,0.997,90.55,91.0,91.25,1.0
4.25,-7.44,-1.32,89.22,1.0,90.97,91.01,91.24,1.0
4.3,-9.07,-1.58,89.22,1.003,91.41,91.04,91.23,1.0
4.35,-10.66,-1.84,89.23,1.007,91.87,91.08,91.22,1.0
4.4,-12.2,-2.07,89.24,1.011,92.34,91.13,91.21,1.0
4.45,-13.68,-2.28,89.26,1.015,92.82,91.2,91.2,1.0
4.5,-15.09,-2.46,89.29,1.019,93.3,91.28,91.2,1.0
4.55,-16.41,-2.6,89.33,1.023,93.77,91.38,91.19,1.0
4.6,-17.63,-2.71,89.38,1.027,94.23,91.5,91.19,1.0
4.65,-18.74,-2.77,89.44,1.031,94.67,91.63,91.19,1.0
4.7,-19.74,-2.79,89.5,1.035,95.09,91.77,91.19,1.0
4.75,-20.6,-2.77,89.58,1.038,95.48,91.93,91.2,1.0
4.8,-21.32,-2.69,89.67,1.042,95.84,92.1,91.2,1.0
4.85,-21.9,-2.57,89.77,1.045,96.15,92.28,91.21,1.0
4.9,-22.31,-2.4,89.87,1.048,96.42,92.47,91.23,1.0
4.95,-22.57,-2.19,89.98,1.05,96.64,92.67,91.25,1.0
5.0,-22.66,-1.93,90.1,1.052,96.81,92.88,91.27,1.0
5.05,-22.57,-1.63,90.23,1.054,96.93,93.09,91.29,1.0
5.1,-22.32,-1.29,90.36,1.055,96.98,93.3,91.33,1.0
5.15,-21.88,-0.92,90.49,1.055,96.98,93.51,91.36,1.0
5.2,-21.28,-0.52,90.63,1.055,96.92,93.72,91.4,1.0
5.25,-20.51,-0.09,90.76,1.055,96.79,93.93,91.45,1.0
5.3,-19.57,0.35,90.89,1.053,96.6,94.12,91.5,1.0
5.35,-18.47,0.81,91.02,1.052,96.35,94.31,91.56,1.0
5.4,-17.21,1.27,91.15,1.049,96.03,94.48,91.62,1.0
5.45,-15.81,1.73,91.27,1.046,95.65,94.63,92.65,1.0
5.5,-14.28,2.19,91.38,1.043,95.22,94.77,92.66,1.0
5.55,-12.62,2.63,91.48,1.039,94.72,94.89,92.68,1.0
5.6,-10.85,3.05,91.57,1.034,94.17,94.99,92.7,1.0
5.65,-8.99,3.45,91.65,1.029,93.56,95.06,92.73,1.0
5.7,-7.04,3.82,91.72,1.024,92.91,95.11,92.76,1.0
5.75,-5.03,4.15,91.77,1.019,92.21,95.14,92.8,1.0
5.8,-2.97,4.44,91.81,1.013,91.47,95.13,92.85,1.0
5.85,-0.87,4.68,91.83,1.007,90.7,95.1,92.9,1.0
5.9,1.24,4.87,91.83,1.001,89.89,95.03,92.95,1.0
5.95,3.34,5.01,91.82,0.995,89.07,94.94,93.0,1.0
6.0,5.43,5.1,91.79,0.989,88.24,94.82,93.05,1.0
6.05,7.48,5.13,91.75,0.983,87.39,94.67,93.1,1.0
6.1,9.47,5.11,91.69,0.977,86.55,94.5,93.16,1.0
6.15,11.39,5.03,91.61,0.971,85.73,94.3,93.21,1.0
6.2,13.22,4.89,91.52,0.966,84.92,94.07,93.25,1.0
6.25,14.96,4.7,91.42,0.961,84.14,93.82,93.3,1.0
6.3,16.57,4.46,91.3,0.956,83.39,93.56,93.34,1.0
6.35,18.06,4.18,91.18,0.952,82.7,93.27,93.37,1.0
6.4,19.4,3.85,91.05,0.948,82.05,92.97,93.4,1.0
6.45,20.59,3.48,90.91,0.944,81.48,92.67,93.42,1.0
6.5,21.62,3.08,90.76,0.941,80.97,92.35,93.44,1.0
6.55,22.49,2.66,90.61,0.939,80.54,92.03,93.45,1.0
6.6,23.18,2.21,90.47,0.937,80.2,91.7,93.45,1.0
6.65,23.69,1.76,90.32,0.936,79.95,91.38,93.44,1.0
6.7,24.02,1.29,90.18,0.935,79.79,91.07,93.42,1.0
6.75,24.17,0.83,90.04,0.935,79.74,90.77,93.4,1.0
6.8,24.14,0.37,89.92,0.936,79.78,90.48,93.37,1.0
6.85,23.93,-0.07,89.8,0.937,79.93,90.21,93.32,1.0
6.9,23.54,-0.49,89.69,0.938,80.17,89.95,93.28,1.0
6.95,22.99,-0.89,89.6,0.94,80.51,89.72,93.22,1.0
7.0,22.28,-1.25,89.52,0.943,80.95,89.52,92.18,1.0
7.05,21.41,-1.58,89.45,0.946,81.47,89.34,92.17,1.0
7.1,20.4,-1.87,89.4,0.949,82.07,89.19,92.15,1.0
7.15,19.26,-2.11,89.37,0.953,82.74,89.07,92.12,1.0
7.2,18.0,-2.3,89.36,0.957,83.47,88.99,92.08,1.0
7.25,16.62,-2.44,89.36,0.962,84.25,88.93,92.03,1.0
7.3,15.15,-2.52,89.38,0.967,85.07,88.91,91.98,1.0
7.35,13.6,-2.56,89.42,0.972,85.92,88.91,91.92,1.0
7.4,11.97,-2.54,89.47,0.977,86.78,88.95,90.91,1.0
7.45,10.3,-2.48,89.54,0.983,87.65,89.01,90.9,1.0
7.5,8.58,-2.36,89.62,0.988,88.51,89.1,90.88,1.0
7.55,6.83,-2.2,89.71,0.993,89.35,89.21,90.87,1.0
7.6,5.07,-1.99,89.81,0.998,90.16,89.35,90.84,1.0
7.65,3.31,-1.75,89.92,1.003,90.94,89.5,90.82,1.0
7.7,1.57,-1.47,90.03,1.008,91.68,89.67,90.79,1.0
7.75,-0.15,-1.17,90.15,1.013,92.37,89.85,90.77,1.0
7.8,-1.82,-0.85,90.26,1.017,93.0,90.03,90.74,1.0
7.85,-3.45,-0.51,90.38,1.021,93.57,90.22,90.71,1.0
7.9,-5.02,-0.17,90.49,1.024,94.07,90.42,90.69,1.0
7.95,-6.51,0.17,90.59,1.027,94.51,90.6,90.67,1.0
8.0,-7.93,0.51,90.68,1.03,94.88,90.79,90.65,1.0
8.05,-9.26,0.83,90.76,1.032,95.18,90.96,90.64,1.0
8.1,-10.49,1.14,90.83,1.034,95.41,91.12,90.63,1.0
8.15,-11.63,1.41,90.88,1.035,95.56,91.26,90.62,1.0
8.2,-12.66,1.66,90.92,1.036,95.65,91.39,90.62,1.0
8.25,-13.58,1.86,90.93,1.036,95.67,91.5,90.62,1.0
8.3,-14.39,2.03,90.93,1.036,95.62,91.58,90.62,1.0
8.35,-15.09,2.14,90.91,1.035,95.5,91.64,90.63,1.0
8.4,-15.68,2.21,90.86,1.034,95.33,91.68,90.64,1.0
8.45,-16.15,2.22,90.79,1.032,95.09,91.69,90.65,1.0
8.5,-16.51,2.18,90.71,1.031,94.81,91.68,90.67,1.0
8.55,-16.76,2.09,90.6,1.029,94.47,91.64,90.69,1.0
8.6,-16.9,1.94,90.47,1.026,94.09,91.57,90.71,1.0
8.65,-16.93,1.74,90.33,1.023,93.66,91.49,90.73,1.0
8.7,-16.86,1.49,90.17,1.021,93.21,91.38,90.75,1.0
8.75,-16.69,1.19,89.99,1.018,92.73,91.25,90.77,1.0
8.8,-16.43,0.85,89.8,1.015,92.23,91.1,90.79,1.0
8.85,-16.08,0.47,89.61,1.011,91.71,90.93,90.8,1.0
8.9,-15.65,0.06,89.4,1.008,91.19,90.76,90.82,1.0
8.95,-15.13,-0.38,89.19,1.005,90.67,90.57,90.83,1.0
9.0,-14.55,-0.84,88.99,1.002,90.15,90.38,90.84,1.0
9.05,-13.89,-1.31,88.78,0.999,89.65,90.18,90.84,1.0
9.1,-13.18,-1.78,88.57,0.996,89.17,89.98,90.84,1.0
9.15,-12.41,-2.26,88.38,0.993,88.72,89.79,90.84,1.0
9.2,-11.59,-2.72,88.2,0.991,88.3,89.6,90.83,1.0
9.25,-10.72,-3.16,88.02,0.988,87.91,89.43,90.82,1.0
9.3,-9.82,-3.58,87.87,0.986,87.57,89.27,90.8,1.0
9.35,-8.89,-3.97,87.74,0.984,87.27,89.12,90.78,1.0
9.4,-7.92,-4.32,87.62,0.982,87.02,88.99,90.76,1.0
9.45,-6.94,-4.62,87.53,0.981,86.82,88.89,90.73,1.0
9.5,-5.94,-4.87,87.47,0.98,86.67,88.81,90.69,1.0
9.55,-4.93,-5.07,87.43,0.979,86.57,88.75,90.66,1.0
9.6,-3.91,-5.21,87.42,0.978,86.53,88.72,90.62,1.0
9.65,-2.89,-5.28,87.43,0.978,86.53,88.72,90.57,1.0
9.7,-1.87,-5.29,87.48,0.978,86.58,88.75,90.53,1.0
9.75,-0.85,-5.23,87.55,0.978,86.68,88.81,90.48,1.0
9.8,0.15,-5.11,87.65,0.978,86.82,88.89,90.44,1.0
9.85,1.14,-4.93,87.78,0.979,87.01,89.0,90.39,1.0
9.9,2.1,-4.68,87.93,0.98,87.22,89.14,90.34,1.0
9.95,3.05,-4.37,88.1,0.981,87.47,89.3,90.3,1.0
10.0,3.97,-4.01,88.29,0.982,87.75,89.48,90.26,1.0
10.05,4.87,-3.59,88.5,0.983,88.05,89.69,90.22,1.0
10.1,5.72,-3.14,88.73,0.985,88.37,89.91,90.18,1.0
10.15,6.55,-2.64,88.97,0.986,88.7,90.14,90.15,1.0
10.2,7.34,-2.11,89.22,0.988,89.04,90.39,90.12,1.0
10.25,8.08,-1.56,89.48,0.99,89.39,90.65,90.1,1.0
10.3,8.78,-0.99,89.74,0.992,89.73,90.91,90.09,1.0
10.35,9.43,-0.42,89.99,0.993,90.07,91.17,90.08,1.0
10.4,10.04,0.16,90.25,0.995,90.4,91.42,90.07,1.0
10.45,10.59,0.72,90.5,0.997,90.72,91.68,90.08,1.0
10.5,11.09,1.27,90.74,0.999,91.02,91.92,90.09,1.0
10.55,11.53,1.8,90.96,1.0,91.3,92.15,90.1,1.0
10.6,11.92,2.29,91.17,1.002,91.56,92.36,90.13,1.0
10.65,12.24,2.74,91.36,1.004,91.78,92.56,90.16,1.0
10.7,12.5,3.14,91.53,1.005,91.98,92.74,90.19,1.0
10.75,12.7,3.5,91.68,1.006,92.15,92.9,90.24,1.0
10.8,12.84,3.8,91.81,1.007,92.28,93.03,90.29,1.0
10.85,12.91,4.03,91.9,1.008,92.38,93.13,90.34,1.0
10.9,12.91,4.21,91.98,1.009,92.44,93.22,90.4,1.0
10.95,12.85,4.32,92.03,1.01,92.47,93.27,91.4,1.0
11.0,12.72,4.36,92.05,1.011,92.47,93.3,91.41,1.0
11.05,12.52,4.34,92.04,1.011,92.42,93.3,91.42,1.0
11.1,12.26,4.26,92.01,1.011,92.35,93.27,91.44,1.0
11.15,11.93,4.11,91.96,1.011,92.25,93.22,91.47,1.0
11.2,11.53,3.91,91.88,1.012,92.11,93.15,91.49,1.0
11.25,11.07,3.65,91.79,1.011,91.96,93.05,91.52,1.0
11.3,10.55,3.34,91.67,1.011,91.78,92.94,91.56,1.0
11.35,9.97,3.0,91.54,1.011,91.58,92.81,91.59,1.0
11.4,9.33,2.61,91.4,1.011,91.37,92.66,91.62,1.0
11.45,8.63,2.2,91.25,1.01,91.16,92.51,91.66,1.0
11.5,7.88,1.77,91.09,1.01,90.93,92.34,91.69,1.0
11.55,7.08,1.33,90.92,1.009,90.71,92.18,91.72,1.0
11.6,6.23,0.88,90.76,1.009,90.48,92.0,91.74,1.0
11.65,5.35,0.44,90.6,1.008,90.27,91.84,91.77,1.0
11.7,4.42,0.01,90.44,1.008,90.06,91.67,91.79,1.0
11.75,3.46,-0.4,90.29,1.007,89.87,91.51,91.81,1.0
11.8,2.47,-0.77,90.15,1.007,89.7,91.37,91.82,1.0
11.85,1.46,-1.12,90.02,1.006,89.55,91.23,91.83,1.0
11.9,0.42,-1.41,89.91,1.006,89.42,91.11,91.84,1.0
11.95,-0.62,-1.66,89.82,1.006,89.32,91.01,91.84,1.0
12.0,-1.68,-1.86,89.75,1.006,89.24,90.93,91.84,1.0
12.05,-2.73,-1.99,89.69,1.006,89.2,90.87,91.83,1.0
12.1,-3.78,-2.07,89.66,1.006,89.18,90.83,91.82,1.0
12.15,-4.82,-2.08,89.66,1.006,89.19,90.81,91.81,1.0
12.2,-5.85,-2.02,89.67,1.007,89.23,90.82,91.79,1.0
12.25,-6.85,-1.9,89.71,1.007,89.3,90.85,91.78,1.0
12.3,-7.82,-1.72,89.77,1.008,89.4,90.9,91.76,1.0
12.35,-8.76,-1.47,89.84,1.008,89.52,90.98,91.74,1.0
12.4,-9.66,-1.16,89.94,1.009,89.67,91.07,91.72,1.0
12.45,-10.51,-0.8,90.06,1.01,89.84,91.19,91.71,1.0
12.5,-11.31,-0.39,90.19,1.01,90.02,91.32,91.69,1.0
12.55,-12.05,0.06,90.34,1.011,90.22,91.47,91.67,1.0
12.6,-12.73,0.55,90.5,1.012,90.44,91.63,91.66,1.0
12.65,-13.34,1.07,90.67,1.013,90.66,91.79,91.64,1.0
12.7,-13.88,1.61,90.84,1.014,90.88,91.97,91.63,1.0
12.75,-14.33,2.15,91.02,1.014,91.11,92.15,91.63,1.0
12.8,-14.71,2.71,91.19,1.015,91.33,92.32,91.62,1.0
12.85,-15.0,3.25,91.36,1.015,91.54,92.5,91.63,1.0
12.9,-15.2,3.78,91.53,1.016,91.73,92.67,91.63,1.0
12.95,-15.31,4.28,91.68,1.016,91.9,92.83,91.64,1.0
13.0,-15.32,4.75,91.83,1.016,92.05,92.98,91.65,1.0
13.05,-15.24,5.17,91.95,1.016,92.18,93.11,91.67,1.0
13.1,-15.06,5.55,92.06,1.015,92.26,93.22,91.69,1.0
13.15,-14.78,5.87,92.15,1.015,92.31,93.31,91.72,1.0
13.2,-14.4,6.12,92.21,1.014,92.32,93.37,91.74,1.0
13.25,-13.93,6.3,92.25,1.013,92.29,93.41,91.77,1.0
13.3,-13.36,6.4,92.26,1.011,92.21,93.42,91.81,1.0
13.35,-12.69,6.43,92.25,1.009,92.08,93.41,91.85,1.0
13.4,-11.93,6.37,92.2,1.007,91.9,93.36,91.88,1.0
13.45,-11.07,6.23,92.13,1.005,91.66,93.28,91.92,1.0
13.5,-10.14,6.01,92.02,1.002,91.38,93.16,91.96,1.0
13.55,-9.12,5.71,91.89,1.0,91.05,93.02,92.0,1.0
13.6,-8.02,5.32,91.73,0.996,90.66,92.84,92.04,1.0
13.65,-6.85,4.85,91.55,0.993,90.23,92.63,92.07,1.0
13.7,-5.61,4.32,91.33,0.989,89.75,92.39,92.1,1.0
13.75,-4.31,3.71,91.1,0.986,89.22,92.13,92.13,1.0
13.8,-2.96,3.04,90.84,0.982,88.66,91.84,92.15,1.0
13.85,-1.57,2.32,90.56,0.977,88.06,91.52,92.17,1.0
13.9,-0.13,1.55,90.27,0.973,87.44,91.18,92.18,1.0
13.95,1.33,0.75,89.96,0.969,86.78,90.83,92.19,1.0
14.0,2.81,-0.09,89.64,0.965,86.11,90.46,92.19,1.0
14.05,4.31,-0.94,89.32,0.96,85.42,90.08,92.18,1.0
14.1,5.8,-1.8,89.0,0.956,84.72,89.69,92.16,1.0
14.15,7.29,-2.66,88.67,0.952,84.03,89.29,92.13,1.0
14.2,8.76,-3.51,88.35,0.948,83.34,88.9,92.09,1.0
14.25,10.21,-4.34,88.03,0.944,82.66,88.5,92.05,1.0
14.3,11.61,-5.13,87.73,0.94,82.0,88.12,91.99,1.0
14.35,12.97,-5.89,87.44,0.937,81.37,87.74,90.94,1.0
14.4,14.28,-6.59,87.17,0.933,80.78,87.38,90.92,1.0
14.45,15.52,-7.24,86.92,0.931,80.23,87.03,90.9,1.0
14.5,16.68,-7.82,86.7,0.928,79.74,86.71,90.86,1.0
14.55,17.77,-8.32,86.5,0.926,79.31,86.41,90.8,1.0
14.6,18.76,-8.75,86.33,0.924,78.94,86.14,89.77,1.0
14.65,19.65,-9.1,86.19,0.923,78.65,85.89,89.75,1.0
14.7,20.43,-9.37,86.08,0.922,78.43,85.68,89.72,1.0
14.75,21.1,-9.54,86.0,0.921,78.31,85.5,89.68,1.0
14.8,21.65,-9.62,85.96,0.921,78.27,85.36,89.63,1.0
14.85,22.07,-9.62,85.95,0.922,78.33,85.25,88.59,1.0
14.9,22.36,-9.52,85.97,0.923,78.48,85.18,88.58,1.0
14.95,22.52,-9.34,86.03,0.924,78.73,85.15,88.56,1.0
15.0,22.54,-9.08,86.12,0.926,79.07,85.16,88.52,1.0
15.05,22.42,-8.73,86.25,0.929,79.51,85.21,88.48,1.0
15.1,22.16,-8.31,86.4,0.932,80.05,85.29,88.43,1.0
15.15,21.75,-7.82,86.58,0.936,80.67,85.41,88.37,1.0
15.2,21.21,-7.28,86.79,0.94,81.37,85.57,88.31,1.0
15.25,20.52,-6.67,87.02,0.944,82.15,85.76,87.3,1.0
15.3,19.7,-6.02,87.27,0.95,83.0,85.98,87.29,1.0
15.35,18.75,-5.33,87.54,0.955,83.91,86.23,87.28,1.0
15.4,17.66,-4.61,87.82,0.962,84.87,86.51,87.27,1.0
15.45,16.45,-3.87,88.12,0.968,85.88,86.81,87.26,1.0
15.5,15.12,-3.12,88.42,0.975,86.92,87.13,87.25,1.0
15.55,13.69,-2.36,88.73,0.983,87.99,87.46,87.24,1.0
15.6,12.14,-1.61,89.04,0.99,89.07,87.82,87.24,1.0
15.65,10.51,-0.88,89.35,0.998,90.16,88.18,87.24,1.0
15.7,8.79,-0.16,89.65,1.007,91.24,88.55,87.24,1.0
15.75,6.99,0.52,89.95,1.015,92.32,88.92,87.25,1.0
15.8,5.13,1.18,90.24,1.024,93.38,89.3,87.27,1.0
15.85,3.21,1.79,90.51,1.033,94.41,89.67,87.29,1.0
15.9,1.25,2.35,90.77,1.042,95.41,90.04,87.32,1.0
15.95,-0.73,2.86,91.01,1.051,96.37,90.4,87.36,1.0
16.0,-2.74,3.32,91.23,1.06,97.29,90.75,87.41,1.0
16.05,-4.75,3.72,91.42,1.069,98.16,91.09,87.47,1.0
16.1,-6.76,4.07,91.6,1.077,98.98,91.41,88.52,1.0
16.15,-8.75,4.35,91.76,1.086,99.75,91.72,88.53,1.0
16.2,-10.7,4.58,91.89,1.094,100.45,92.02,88.56,1.0
16.25,-12.62,4.75,92.0,1.102,101.1,92.29,88.59,1.0
16.3,-14.47,4.86,92.08,1.109,101.68,92.55,88.64,1.0
16.35,-16.26,4.92,92.14,1.117,102.21,92.8,88.7,1.0
16.4,-17.98,4.92,92.18,1.123,102.67,93.02,89.78,1.0
16.45,-19.6,4.89,92.2,1.129,103.07,93.23,89.8,1.0
16.5,-21.13,4.81,92.2,1.135,103.41,93.42,89.82,1.0
16.55,-22.55,4.69,92.18,1.14,103.69,93.59,89.86,1.0
16.6,-23.85,4.54,92.15,1.145,103.91,93.75,89.91,1.0
16.65,-25.03,4.37,92.1,1.148,104.08,93.89,89.97,1.0
16.7,-26.08,4.17,92.05,1.152,104.19,94.03,91.03,1.0
16.75,-26.99,3.96,91.98,1.154,104.24,94.15,91.05,1.0
16.8,-27.75,3.75,91.9,1.156,104.25,94.26,91.07,1.0
16.85,-28.38,3.53,91.82,1.157,104.2,94.37,91.1,1.0
16.9,-28.85,3.31,91.74,1.158,104.11,94.47,91.15,1.0
16.95,-29.17,3.1,91.65,1.158,103.98,94.56,91.2,1.0
17.0,-29.34,2.9,91.57,1.157,103.8,94.65,91.25,1.0
17.05,-29.35,2.72,91.48,1.155,103.59,94.74,92.29,1.0
17.1,-29.21,2.55,91.41,1.153,103.33,94.83,92.3,1.0
17.15,-28.92,2.41,91.34,1.151,103.04,94.92,92.32,1.0
17.2,-28.48,2.3,91.27,1.147,102.72,95.0,92.34,1.0
17.25,-27.9,2.21,91.22,1.144,102.36,95.09,92.38,1.0
17.3,-27.18,2.15,91.17,1.139,101.97,95.18,92.42,1.0
17.35,-26.32,2.11,91.13,1.134,101.56,95.27,92.47,1.0
17.4,-25.33,2.1,91.1,1.129,101.12,95.36,92.52,1.0
17.45,-24.22,2.12,91.09,1.123,100.65,95.45,92.58,1.0
17.5,-22.99,2.16,91.08,1.117,100.16,95.54,93.58,1.0
17.55,-21.65,2.23,91.08,1.111,99.64,95.62,93.59,1.0
17.6,-20.22,2.31,91.08,1.104,99.1,95.71,93.6,1.0
17.65,-18.69,2.41,91.1,1.096,98.54,95.79,93.62,1.0
17.7,-17.08,2.52,91.12,1.089,97.96,95.86,93.65,1.0
17.75,-15.4,2.63,91.14,1.081,97.35,95.93,93.69,1.0
17.8,-13.66,2.75,91.16,1.074,96.73,95.99,93.72,1.0
17.85,-11.86,2.87,91.19,1.066,96.08,96.03,93.77,1.0
17.9,-10.01,2.99,91.22,1.057,95.41,96.07,93.81,1.0
17.95,-8.14,3.09,91.24,1.049,94.72,96.09,93.86,1.0
18.0,-6.24,3.17,91.26,1.041,94.01,96.09,93.92,1.0
18.05,-4.32,3.24,91.27,1.032,93.28,96.07,93.97,1.0
18.1,-2.4,3.29,91.27,1.024,92.52,96.04,94.03,1.0
18.15,-0.48,3.3,91.27,1.016,91.75,95.98,94.08,1.0
18.2,1.42,3.29,91.25,1.007,90.95,95.9,94.14,1.0
18.25,3.3,3.24,91.22,0.999,90.13,95.8,94.2,1.0
18.3,5.16,3.16,91.18,0.991,89.28,95.67,94.25,1.0
18.35,6.97,3.04,91.13,0.983,88.42,95.52,94.31,1.0
18.4,8.74,2.87,91.06,0.975,87.53,95.34,94.36,1.0
18.45,10.45,2.67,90.98,0.967,86.62,95.13,94.41,1.0
18.5,12.11,2.43,90.88,0.959,85.7,94.9,94.45,1.0
18.55,13.7,2.16,90.77,0.952,84.75,94.64,94.49,1.0
18.6,15.21,1.84,90.65,0.944,83.79,94.36,94.52,1.0
18.65,16.65,1.49,90.51,0.937,82.81,94.05,94.55,1.0
18.7,18.0,1.1,90.36,0.93,81.83,93.72,94.57,1.0
18.75,19.27,0.69,90.2,0.924,80.83,93.37,94.59,1.0
