t,roll,pitch,true_hdg,acc_g,naive_hdg,module_hdg,stab_hdg,mag_trust
1.6,-25.2,-0.06,90.08,1.082,98.9,89.98,89.72,1.0
1.65,-25.39,-0.36,89.89,1.084,98.96,89.96,89.73,1.0
1.7,-25.41,-0.65,89.7,1.085,98.96,89.95,89.73,1.0
1.75,-25.25,-0.94,89.52,1.086,98.9,89.94,89.74,1.0
1.8,-24.93,-1.21,89.34,1.087,98.79,89.94,89.75,1.0
1.85,-24.44,-1.47,89.18,1.086,98.64,89.94,89.76,1.0
1.9,-23.8,-1.71,89.03,1.086,98.44,89.95,89.76,1.0
1.95,-23.01,-1.92,88.89,1.084,98.21,89.97,89.77,1.0
2.0,-22.07,-2.11,88.77,1.082,97.93,90.01,89.78,1.0
2.05,-21.01,-2.27,88.67,1.08,97.63,90.05,89.78,1.0
2.1,-19.81,-2.4,88.58,1.077,97.3,90.11,89.79,1.0
2.15,-18.51,-2.5,88.52,1.074,96.94,90.18,89.8,1.0
2.2,-17.1,-2.57,88.48,1.071,96.57,90.27,89.81,1.0
2.25,-15.61,-2.6,88.46,1.067,96.17,90.37,89.82,1.0
2.3,-14.03,-2.6,88.46,1.063,95.77,90.48,89.83,1.0
2.35,-12.39,-2.57,88.48,1.059,95.36,90.6,89.84,1.0
2.4,-10.7,-2.51,88.53,1.055,94.94,90.73,89.86,1.0
2.45,-8.96,-2.41,88.59,1.05,94.52,90.88,89.88,1.0
2.5,-7.21,-2.29,88.67,1.046,94.1,91.03,89.9,1.0
2.55,-5.43,-2.15,88.76,1.041,93.68,91.19,89.92,1.0
2.6,-3.66,-1.98,88.87,1.037,93.28,91.35,89.94,1.0
2.65,-1.89,-1.78,88.99,1.032,92.88,91.52,89.97,1.0
2.7,-0.16,-1.58,89.13,1.028,92.49,91.68,90.0,1.0
2.75,1.55,-1.35,89.27,1.024,92.11,91.85,90.04,1.0
2.8,3.21,-1.12,89.41,1.019,91.75,92.01,90.08,1.0
2.85,4.81,-0.89,89.56,1.015,91.4,92.16,90.12,1.0
2.9,6.34,-0.65,89.7,1.011,91.08,92.31,90.16,1.0
2.95,7.8,-0.41,89.85,1.008,90.76,92.44,90.21,1.0
3.0,9.17,-0.17,89.99,1.004,90.47,92.56,90.26,1.0
3.05,10.44,0.05,90.12,1.001,90.2,92.67,90.32,1.0
3.1,11.62,0.27,90.24,0.998,89.94,92.77,90.38,1.0
3.15,12.69,0.47,90.35,0.995,89.7,92.85,90.44,1.0
3.2,13.64,0.65,90.45,0.993,89.48,92.91,91.45,1.0
3.25,14.48,0.82,90.54,0.991,89.27,92.95,91.45,1.0
3.3,15.19,0.96,90.61,0.989,89.08,92.97,91.46,1.0
3.35,15.78,1.08,90.66,0.987,88.91,92.98,91.48,1.0
3.4,16.24,1.18,90.7,0.985,88.76,92.97,91.5,1.0
3.45,16.58,1.25,90.72,0.984,88.62,92.93,91.52,1.0
3.5,16.78,1.3,90.73,0.983,88.5,92.89,91.55,1.0
3.55,16.86,1.33,90.72,0.982,88.4,92.82,91.57,1.0
3.6,16.82,1.33,90.69,0.982,88.31,92.74,91.6,1.0
3.65,16.65,1.31,90.65,0.981,88.24,92.65,91.63,1.0
3.7,16.36,1.27,90.6,0.981,88.19,92.54,91.66,1.0
3.75,15.95,1.22,90.54,0.981,88.15,92.43,91.69,1.0
3.8,15.44,1.14,90.47,0.982,88.14,92.31,91.72,1.0
3.85,14.82,1.05,90.39,0.982,88.14,92.18,91.74,1.0
3.9,14.1,0.95,90.31,0.983,88.15,92.05,91.77,1.0
3.95,13.28,0.84,90.23,0.984,88.19,91.93,91.79,1.0
4.0,12.39,0.72,90.14,0.985,88.24,91.8,91.81,1.0
4.05,11.42,0.6,90.05,0.986,88.31,91.67,91.82,1.0
4.1,10.38,0.48,89.97,0.987,88.39,91.55,91.84,1.0
4.15,9.28,0.35,89.88,0.989,88.49,91.44,91.85,1.0
4.2,8.14,0.23,89.81,0.99,88.61,91.34,91.86,1.0
4.25,6.95,0.12,89.74,0.992,88.73,91.25,91.86,1.0
4.3,5.74,0.01,89.68,0.993,88.86,91.17,91.86,1.0
4.35,4.51,-0.09,89.63,0.995,89.0,91.11,91.86,1.0
4.4,3.27,-0.18,89.59,0.996,89.15,91.05,91.85,1.0
4.45,2.02,-0.26,89.56,0.998,89.3,91.02,91.84,1.0
4.5,0.79,-0.32,89.54,0.999,89.45,90.99,91.83,1.0
4.55,-0.41,-0.37,89.54,1.0,89.6,90.98,91.82,1.0
4.6,-1.59,-0.41,89.54,1.001,89.74,90.98,91.81,1.0
4.65,-2.74,-0.44,89.56,1.002,89.87,91.0,91.79,1.0
4.7,-3.83,-0.45,89.58,1.003,90.0,91.03,91.78,1.0
4.75,-4.87,-0.45,89.61,1.004,90.1,91.06,91.76,1.0
4.8,-5.84,-0.44,89.65,1.004,90.2,91.11,91.74,1.0
4.85,-6.75,-0.42,89.7,1.004,90.27,91.16,91.72,1.0
4.9,-7.58,-0.4,89.75,1.004,90.32,91.22,91.7,1.0
4.95,-8.33,-0.36,89.81,1.004,90.35,91.28,91.69,1.0
5.0,-9.0,-0.32,89.87,1.004,90.35,91.34,91.67,1.0
5.05,-9.57,-0.28,89.93,1.003,90.33,91.4,91.65,1.0
5.1,-10.06,-0.23,89.99,1.002,90.28,91.46,91.64,1.0
5.15,-10.45,-0.19,90.04,1.001,90.2,91.51,91.63,1.0
5.2,-10.75,-0.14,90.1,1.0,90.09,91.56,91.62,1.0
5.25,-10.95,-0.1,90.14,0.999,89.96,91.6,91.61,1.0
5.3,-11.05,-0.06,90.18,0.997,89.8,91.63,91.6,1.0
5.35,-11.06,-0.03,90.22,0.995,89.61,91.65,91.59,1.0
5.4,-10.99,-0.0,90.25,0.993,89.4,91.66,91.58,1.0
5.45,-10.82,0.01,90.26,0.991,89.17,91.66,91.58,1.0
5.5,-10.56,0.02,90.27,0.989,88.92,91.64,91.57,1.0
5.55,-10.23,0.02,90.27,0.987,88.65,91.61,91.57,1.0
5.6,-9.82,0.02,90.26,0.985,88.37,91.57,91.56,1.0
5.65,-9.34,0.0,90.25,0.983,88.08,91.51,91.56,1.0
5.7,-8.79,-0.02,90.22,0.981,87.79,91.44,91.56,1.0
5.75,-8.19,-0.05,90.19,0.979,87.5,91.37,91.55,1.0
5.8,-7.53,-0.09,90.15,0.977,87.21,91.28,91.55,1.0
5.85,-6.82,-0.13,90.11,0.975,86.94,91.18,91.54,1.0
5.9,-6.08,-0.17,90.06,0.973,86.68,91.08,91.54,1.0
5.95,-5.3,-0.22,90.01,0.972,86.43,90.97,91.53,1.0
6.0,-4.49,-0.27,89.96,0.971,86.22,90.86,91.52,1.0
6.05,-3.67,-0.32,89.9,0.97,86.02,90.75,91.51,1.0
6.1,-2.83,-0.36,89.85,0.969,85.86,90.64,91.5,1.0
6.15,-1.99,-0.4,89.81,0.968,85.74,90.53,91.48,1.0
6.2,-1.14,-0.44,89.76,0.968,85.65,90.42,91.46,1.0
6.25,-0.3,-0.47,89.72,0.968,85.59,90.33,91.44,1.0
6.3,0.52,-0.49,89.69,0.968,85.58,90.24,91.42,1.0
6.35,1.33,-0.5,89.67,0.968,85.61,90.15,91.4,1.0
6.4,2.12,-0.5,89.65,0.969,85.68,90.09,91.37,1.0
6.45,2.89,-0.48,89.65,0.97,85.79,90.03,91.34,1.0
6.5,3.62,-0.46,89.65,0.971,85.94,89.98,91.31,1.0
6.55,4.32,-0.42,89.67,0.972,86.13,89.95,91.28,1.0
6.6,4.99,-0.37,89.69,0.974,86.35,89.94,91.24,1.0
6.65,5.61,-0.31,89.73,0.975,86.6,89.93,91.21,1.0
6.7,6.19,-0.23,89.77,0.977,86.88,89.95,91.17,1.0
6.75,6.73,-0.15,89.82,0.979,87.18,89.97,91.14,1.0
6.8,7.22,-0.05,89.88,0.981,87.51,90.01,91.1,1.0
6.85,7.66,0.05,89.95,0.983,87.84,90.06,91.07,1.0
6.9,8.06,0.16,90.03,0.985,88.19,90.12,91.03,1.0
6.95,8.41,0.28,90.1,0.988,88.54,90.19,91.0,1.0
7.0,8.7,0.4,90.19,0.99,88.9,90.27,90.97,1.0
7.05,8.94,0.52,90.27,0.992,89.25,90.36,90.93,1.0
7.1,9.14,0.64,90.35,0.994,89.59,90.45,90.91,1.0
7.15,9.28,0.76,90.43,0.996,89.93,90.54,90.88,1.0
7.2,9.37,0.87,90.51,0.998,90.25,90.63,90.85,1.0
7.25,9.41,0.97,90.59,1.0,90.55,90.72,90.83,1.0
7.3,9.39,1.07,90.65,1.002,90.83,90.81,90.81,1.0
7.35,9.33,1.15,90.71,1.004,91.09,90.89,90.79,1.0
7.4,9.21,1.22,90.76,1.006,91.33,90.96,90.78,1.0
7.45,9.05,1.27,90.8,1.007,91.54,91.03,90.77,1.0
7.5,8.83,1.31,90.83,1.008,91.72,91.09,90.76,1.0
7.55,8.57,1.33,90.84,1.01,91.88,91.14,90.75,1.0
7.6,8.26,1.33,90.84,1.011,92.01,91.17,90.75,1.0
7.65,7.9,1.31,90.83,1.012,92.12,91.2,90.75,1.0
7.7,7.49,1.28,90.81,1.013,92.21,91.21,90.75,1.0
7.75,7.04,1.22,90.77,1.014,92.27,91.21,90.75,1.0
7.8,6.54,1.14,90.72,1.014,92.32,91.2,90.75,1.0
7.85,6.0,1.05,90.66,1.015,92.34,91.18,90.76,1.0
7.9,5.42,0.93,90.59,1.016,92.35,91.15,90.76,1.0
7.95,4.8,0.81,90.51,1.016,92.35,91.11,90.77,1.0
8.0,4.15,0.66,90.42,1.017,92.34,91.06,90.78,1.0
8.05,3.46,0.51,90.32,1.017,92.32,91.0,90.78,1.0
8.1,2.74,0.34,90.21,1.018,92.3,90.94,90.79,1.0
8.15,1.99,0.16,90.1,1.019,92.28,90.87,90.8,1.0
8.2,1.21,-0.02,89.99,1.019,92.26,90.8,90.8,1.0
8.25,0.42,-0.2,89.87,1.02,92.24,90.74,90.81,1.0
8.3,-0.39,-0.39,89.76,1.021,92.22,90.67,90.81,1.0
8.35,-1.21,-0.57,89.65,1.021,92.22,90.61,90.81,1.0
8.4,-2.04,-0.75,89.54,1.022,92.22,90.55,90.81,1.0
8.45,-2.87,-0.92,89.44,1.023,92.23,90.5,90.81,1.0
8.5,-3.7,-1.08,89.35,1.024,92.24,90.45,90.81,1.0
8.55,-4.51,-1.23,89.27,1.025,92.27,90.42,90.81,1.0
8.6,-5.32,-1.36,89.19,1.025,92.31,90.4,90.8,1.0
8.65,-6.1,-1.48,89.13,1.026,92.35,90.39,90.8,1.0
8.7,-6.85,-1.58,89.08,1.027,92.4,90.39,90.79,1.0
8.75,-7.58,-1.66,89.04,1.028,92.46,90.41,90.78,1.0
8.8,-8.26,-1.72,89.02,1.028,92.52,90.44,90.78,1.0
8.85,-8.91,-1.75,89.01,1.029,92.57,90.49,90.77,1.0
8.9,-9.5,-1.76,89.01,1.029,92.63,90.54,90.76,1.0
8.95,-10.04,-1.75,89.03,1.03,92.68,90.62,90.75,1.0
9.0,-10.52,-1.72,89.06,1.03,92.73,90.7,90.75,1.0
9.05,-10.94,-1.67,89.1,1.03,92.77,90.8,90.74,1.0
9.1,-11.29,-1.59,89.15,1.03,92.79,90.9,90.74,1.0
9.15,-11.57,-1.49,89.22,1.029,92.8,91.02,90.73,1.0
9.2,-11.78,-1.37,89.29,1.028,92.8,91.14,90.73,1.0
9.25,-11.92,-1.23,89.38,1.028,92.77,91.27,90.73,1.0
9.3,-11.97,-1.08,89.47,1.026,92.73,91.41,90.74,1.0
9.35,-11.95,-0.91,89.57,1.025,92.66,91.54,90.75,1.0
9.4,-11.85,-0.73,89.67,1.024,92.57,91.68,90.75,1.0
9.45,-11.68,-0.54,89.78,1.022,92.46,91.82,90.77,1.0
9.5,-11.42,-0.34,89.88,1.02,92.33,91.95,90.78,1.0
9.55,-11.1,-0.14,89.99,1.017,92.17,92.08,90.8,1.0
9.6,-10.7,0.06,90.1,1.015,91.99,92.2,90.82,1.0
9.65,-10.23,0.27,90.2,1.012,91.78,92.32,90.85,1.0
9.7,-9.69,0.47,90.3,1.01,91.56,92.42,90.88,1.0
9.75,-9.1,0.67,90.4,1.007,91.31,92.52,90.91,1.0
9.8,-8.44,0.86,90.48,1.004,91.05,92.6,90.94,1.0
9.85,-7.74,1.03,90.57,1.001,90.77,92.67,90.98,1.0
9.9,-6.99,1.2,90.64,0.998,90.48,92.72,91.02,1.0
9.95,-6.2,1.36,90.7,0.995,90.19,92.76,91.06,1.0
10.0,-5.37,1.49,90.76,0.992,89.88,92.79,91.1,1.0
10.05,-4.52,1.61,90.8,0.989,89.57,92.8,91.15,1.0
10.1,-3.65,1.71,90.84,0.986,89.26,92.79,91.19,1.0
10.15,-2.75,1.8,90.86,0.984,88.96,92.77,91.24,1.0
10.2,-1.85,1.86,90.87,0.981,88.66,92.74,91.28,1.0
10.25,-0.95,1.9,90.88,0.979,88.37,92.68,91.33,1.0
10.3,-0.04,1.92,90.87,0.977,88.09,92.62,91.38,1.0
10.35,0.86,1.91,90.85,0.975,87.83,92.54,91.42,1.0
10.4,1.74,1.89,90.82,0.973,87.58,92.45,91.46,1.0
10.45,2.61,1.84,90.79,0.972,87.36,92.35,91.5,1.0
10.5,3.45,1.78,90.74,0.971,87.15,92.24,91.54,1.0
10.55,4.28,1.69,90.69,0.97,86.97,92.12,91.58,1.0
10.6,5.07,1.59,90.63,0.969,86.8,92.0,91.62,1.0
10.65,5.83,1.46,90.57,0.969,86.66,91.86,91.65,1.0
10.7,6.55,1.32,90.5,0.969,86.54,91.72,91.67,1.0
10.75,7.24,1.17,90.42,0.969,86.45,91.58,91.7,1.0
10.8,7.89,1.0,90.34,0.969,86.37,91.43,91.72,1.0
10.85,8.49,0.82,90.26,0.969,86.31,91.29,91.73,1.0
10.9,9.06,0.64,90.17,0.97,86.27,91.14,91.74,1.0
10.95,9.58,0.44,90.08,0.97,86.24,90.99,91.75,1.0
11.0,10.05,0.24,89.99,0.971,86.23,90.84,91.75,1.0
11.05,10.48,0.03,89.9,0.972,86.22,90.69,91.75,1.0
11.1,10.87,-0.17,89.81,0.973,86.22,90.55,91.75,1.0
11.15,11.21,-0.38,89.72,0.974,86.23,90.41,91.74,1.0
11.2,11.51,-0.59,89.64,0.974,86.23,90.28,91.72,1.0
11.25,11.76,-0.79,89.55,0.975,86.24,90.15,91.7,1.0
11.3,11.97,-0.98,89.47,0.976,86.25,90.02,91.68,1.0
11.35,12.13,-1.17,89.39,0.977,86.26,89.9,91.65,1.0
11.4,12.24,-1.35,89.32,0.978,86.26,89.78,91.62,1.0
11.45,12.31,-1.51,89.25,0.978,86.25,89.68,91.58,1.0
11.5,12.33,-1.67,89.18,0.979,86.25,89.58,91.54,1.0
11.55,12.3,-1.81,89.12,0.979,86.24,89.48,91.5,1.0
11.6,12.22,-1.93,89.07,0.98,86.23,89.39,91.46,1.0
11.65,12.09,-2.04,89.02,0.98,86.21,89.31,91.41,1.0
11.7,11.92,-2.13,88.98,0.98,86.2,89.24,91.36,1.0
11.75,11.69,-2.2,88.95,0.981,86.19,89.18,91.3,1.0
11.8,11.41,-2.25,88.93,0.981,86.19,89.13,91.25,1.0
11.85,11.07,-2.28,88.91,0.981,86.2,89.08,91.19,1.0
11.9,10.68,-2.29,88.9,0.981,86.23,89.05,91.13,1.0
11.95,10.23,-2.28,88.91,0.982,86.27,89.02,91.07,1.0
12.0,9.73,-2.25,88.92,0.982,86.34,89.01,91.01,1.0
12.05,9.17,-2.2,88.94,0.982,86.43,89.01,90.95,1.0
12.1,8.55,-2.13,88.97,0.983,86.56,89.02,90.89,1.0
12.15,7.88,-2.04,89.01,0.984,86.72,89.04,90.83,1.0
12.2,7.14,-1.92,89.06,0.985,86.91,89.07,90.77,1.0
12.25,6.35,-1.8,89.12,0.986,87.15,89.12,90.71,1.0
12.3,5.51,-1.65,89.19,0.987,87.43,89.18,90.65,1.0
12.35,4.61,-1.49,89.27,0.989,87.75,89.25,90.59,1.0
12.4,3.67,-1.31,89.36,0.991,88.11,89.34,90.54,1.0
12.45,2.67,-1.12,89.45,0.993,88.52,89.44,90.49,1.0
12.5,1.64,-0.92,89.56,0.996,88.98,89.55,90.44,1.0
12.55,0.56,-0.71,89.67,0.999,89.47,89.68,90.39,1.0
12.6,-0.54,-0.5,89.78,1.002,90.01,89.82,90.35,1.0
12.65,-1.67,-0.27,89.9,1.006,90.57,89.97,90.31,1.0
12.7,-2.83,-0.05,90.03,1.01,91.17,90.13,90.27,1.0
12.75,-3.99,0.18,90.15,1.014,91.79,90.3,90.24,1.0
12.8,-5.16,0.41,90.28,1.018,92.43,90.49,90.22,1.0
12.85,-6.32,0.64,90.41,1.023,93.08,90.68,90.19,1.0
12.9,-7.48,0.86,90.54,1.027,93.73,90.87,90.18,1.0
12.95,-8.61,1.07,90.67,1.032,94.39,91.07,90.17,1.0
13.0,-9.71,1.28,90.79,1.037,95.03,91.28,90.16,1.0
13.05,-10.77,1.47,90.91,1.042,95.66,91.49,90.16,1.0
13.1,-11.79,1.65,91.02,1.046,96.26,91.7,90.17,1.0
13.15,-12.74,1.82,91.12,1.051,96.83,91.9,90.18,1.0
13.2,-13.63,1.97,91.22,1.055,97.37,92.11,90.2,1.0
13.25,-14.44,2.11,91.3,1.059,97.86,92.31,90.23,1.0
13.3,-15.17,2.22,91.37,1.063,98.31,92.5,90.26,1.0
13.35,-15.8,2.32,91.44,1.067,98.7,92.68,90.29,1.0
13.4,-16.34,2.4,91.49,1.07,99.03,92.86,90.33,1.0
13.45,-16.77,2.46,91.52,1.072,99.3,93.02,90.38,1.0
13.5,-17.1,2.5,91.55,1.074,99.5,93.17,90.43,1.0
13.55,-17.31,2.52,91.56,1.076,99.64,93.31,90.49,1.0
13.6,-17.4,2.51,91.55,1.076,99.7,93.43,90.55,1.0
13.65,-17.38,2.49,91.54,1.076,99.69,93.54,91.61,1.0
13.7,-17.23,2.45,91.51,1.076,99.61,93.63,91.62,1.0
13.75,-16.97,2.39,91.46,1.075,99.46,93.71,91.63,1.0
13.8,-16.59,2.32,91.41,1.073,99.23,93.76,91.66,1.0
13.85,-16.1,2.23,91.34,1.07,98.93,93.8,91.68,1.0
13.9,-15.49,2.12,91.26,1.067,98.56,93.83,91.72,1.0
13.95,-14.78,2.0,91.18,1.064,98.12,93.83,91.75,1.0
14.0,-13.97,1.87,91.08,1.059,97.61,93.82,91.79,1.0
14.05,-13.07,1.73,90.98,1.055,97.04,93.79,91.84,1.0
14.1,-12.08,1.59,90.87,1.049,96.41,93.75,91.88,1.0
14.15,-11.02,1.43,90.76,1.044,95.73,93.7,91.93,1.0
14.2,-9.89,1.27,90.65,1.038,95.0,93.62,91.98,1.0
14.25,-8.71,1.11,90.53,1.032,94.23,93.54,92.02,1.0
14.3,-7.48,0.95,90.42,1.026,93.42,93.44,92.07,1.0
14.35,-6.22,0.78,90.3,1.019,92.59,93.34,92.12,1.0
14.4,-4.93,0.62,90.19,1.013,91.74,93.22,92.17,1.0
14.45,-3.63,0.46,90.08,1.006,90.88,93.09,92.21,1.0
14.5,-2.33,0.3,89.98,1.0,90.02,92.96,92.25,1.0
14.55,-1.04,0.15,89.88,0.994,89.16,92.82,92.29,1.0
14.6,0.23,0.0,89.78,0.988,88.33,92.67,92.33,1.0
14.65,1.48,-0.14,89.7,0.982,87.52,92.52,92.36,1.0
14.7,2.68,-0.27,89.62,0.977,86.74,92.36,92.39,1.0
14.75,3.84,-0.4,89.54,0.972,86.0,92.21,92.41,1.0
14.8,4.94,-0.52,89.48,0.968,85.31,92.05,92.43,1.0
14.85,5.98,-0.64,89.42,0.964,84.68,91.89,92.44,1.0
14.9,6.96,-0.75,89.37,0.96,84.11,91.72,92.45,1.0
14.95,7.86,-0.85,89.32,0.957,83.59,91.56,92.46,1.0
15.0,8.69,-0.95,89.28,0.954,83.15,91.4,92.46,1.0
15.05,9.44,-1.05,89.25,0.952,82.77,91.24,92.46,1.0
15.1,10.11,-1.14,89.22,0.95,82.45,91.09,92.45,1.0
15.15,10.69,-1.23,89.19,0.948,82.2,90.93,92.43,1.0
15.2,11.2,-1.31,89.16,0.948,82.02,90.78,92.42,1.0
15.25,11.62,-1.39,89.14,0.947,81.89,90.63,92.39,1.0
15.3,11.96,-1.48,89.12,0.947,81.81,90.48,92.37,1.0
15.35,12.23,-1.55,89.1,0.947,81.79,90.33,92.33,1.0
15.4,12.43,-1.63,89.07,0.947,81.81,90.19,92.3,1.0
15.45,12.55,-1.71,89.05,0.948,81.86,90.04,92.25,1.0
15.5,12.61,-1.79,89.02,0.949,81.94,89.9,92.21,1.0
15.55,12.61,-1.86,89.0,0.95,82.05,89.77,92.16,1.0
15.6,12.56,-1.94,88.97,0.951,82.18,89.63,92.11,1.0
15.65,12.45,-2.01,88.94,0.952,82.32,89.5,92.05,1.0
15.7,12.29,-2.08,88.9,0.953,82.46,89.37,91.99,1.0
15.75,12.1,-2.14,88.87,0.955,82.61,89.24,90.96,1.0
15.8,11.87,-2.21,88.83,0.956,82.75,89.11,90.96,1.0
15.85,11.6,-2.26,88.79,0.957,82.89,88.99,90.94,1.0
15.9,11.31,-2.31,88.75,0.958,83.02,88.87,90.92,1.0
15.95,11.0,-2.35,88.72,0.959,83.13,88.76,90.9,1.0
16.0,10.66,-2.39,88.68,0.96,83.23,88.66,90.86,1.0
16.05,10.31,-2.41,88.65,0.961,83.32,88.56,90.83,1.0
16.1,9.94,-2.41,88.62,0.962,83.4,88.46,90.78,1.0
16.15,9.56,-2.41,88.6,0.962,83.47,88.38,90.74,1.0
16.2,9.18,-2.38,88.59,0.963,83.53,88.3,90.69,1.0
16.25,8.78,-2.34,88.58,0.963,83.59,88.24,90.63,1.0
16.3,8.37,-2.29,88.59,0.964,83.65,88.19,90.58,1.0
16.35,7.95,-2.21,88.61,0.964,83.71,88.15,90.52,1.0
16.4,7.53,-2.11,88.64,0.964,83.78,88.13,90.46,1.0
16.45,7.1,-1.99,88.68,0.964,83.87,88.12,89.45,1.0
16.5,6.65,-1.85,88.73,0.965,83.97,88.12,89.44,1.0
16.55,6.2,-1.69,88.81,0.965,84.1,88.14,89.43,1.0
16.6,5.74,-1.51,88.89,0.965,84.25,88.18,89.42,1.0
16.65,5.26,-1.31,88.99,0.966,84.44,88.24,89.4,1.0
16.7,4.77,-1.09,89.11,0.966,84.67,88.32,89.38,1.0
16.75,4.27,-0.85,89.24,0.967,84.94,88.41,89.36,1.0
16.8,3.75,-0.59,89.39,0.968,85.25,88.52,89.34,1.0
16.85,3.21,-0.33,89.54,0.969,85.6,88.65,89.32,1.0
16.9,2.66,-0.05,89.71,0.971,86.0,88.79,89.3,1.0
16.95,2.1,0.24,89.89,0.973,86.45,88.95,89.28,1.0
17.0,1.52,0.53,90.08,0.975,86.94,89.12,89.26,1.0
17.05,0.92,0.83,90.28,0.977,87.46,89.3,89.25,1.0
17.1,0.32,1.13,90.48,0.98,88.03,89.49,89.24,1.0
17.15,-0.3,1.42,90.68,0.983,88.63,89.7,89.23,1.0
17.2,-0.93,1.7,90.87,0.986,89.25,89.9,89.22,1.0
17.25,-1.56,1.97,91.07,0.99,89.9,90.12,89.22,1.0
17.3,-2.2,2.23,91.26,0.994,90.56,90.33,89.22,1.0
17.35,-2.83,2.47,91.44,0.998,91.23,90.54,89.23,1.0
17.4,-3.46,2.69,91.61,1.002,91.9,90.75,89.24,1.0
17.45,-4.09,2.88,91.77,1.006,92.56,90.95,89.26,1.0
17.5,-4.7,3.04,91.9,1.011,93.21,91.15,89.28,1.0
17.55,-5.29,3.18,92.02,1.015,93.85,91.33,89.31,1.0
17.6,-5.86,3.28,92.12,1.02,94.45,91.5,89.35,1.0
17.65,-6.41,3.35,92.2,1.024,95.02,91.66,89.38,1.0
17.7,-6.92,3.38,92.26,1.029,95.55,91.79,89.43,1.0
17.75,-7.4,3.38,92.29,1.033,96.04,91.91,89.48,1.0
17.8,-7.84,3.34,92.29,1.037,96.47,92.01,89.53,1.0
17.85,-8.24,3.27,92.27,1.041,96.86,92.09,89.58,1.0
17.9,-8.6,3.16,92.23,1.045,97.19,92.15,89.64,1.0
17.95,-8.91,3.02,92.15,1.048,97.46,92.19,89.7,1.0
18.0,-9.16,2.85,92.06,1.051,97.67,92.21,90.73,1.0
18.05,-9.37,2.65,91.94,1.054,97.83,92.21,90.73,1.0
18.1,-9.52,2.42,91.81,1.056,97.92,92.19,90.74,1.0
18.15,-9.62,2.17,91.65,1.058,97.96,92.15,90.76,1.0
18.2,-9.66,1.9,91.48,1.06,97.94,92.1,90.78,1.0
18.25,-9.65,1.62,91.29,1.061,97.87,92.03,90.8,1.0
18.3,-9.59,1.32,91.1,1.061,97.74,91.95,90.82,1.0
18.35,-9.48,1.02,90.89,1.061,97.57,91.87,90.85,1.0
18.4,-9.33,0.71,90.68,1.061,97.36,91.77,90.87,1.0
18.45,-9.12,0.41,90.47,1.061,97.11,91.67,90.9,1.0
18.5,-8.88,0.12,90.27,1.06,96.82,91.57,90.92,1.0
18.55,-8.61,-0.17,90.06,1.059,96.51,91.48,90.94,1.0
18.6,-8.3,-0.44,89.87,1.057,96.18,91.38,90.97,1.0
18.65,-7.96,-0.69,89.69,1.055,95.83,91.3,90.99,1.0
18.7,-7.6,-0.92,89.52,1.053,95.47,91.22,91.01,1.0
