t,roll,pitch,true_hdg,acc_g,naive_hdg,module_hdg,stab_hdg,mag_trust
1.3,-1.31,0.33,90.14,1.005,90.76,91.03,90.06,1.0
1.35,-1.13,0.37,90.16,1.003,90.57,91.06,90.09,1.0
1.4,-0.93,0.41,90.17,1.001,90.38,91.09,90.11,1.0
1.45,-0.73,0.45,90.19,1.0,90.18,91.11,90.14,1.0
1.5,-0.53,0.48,90.2,0.998,89.98,91.12,90.17,1.0
1.55,-0.33,0.51,90.21,0.996,89.78,91.13,90.2,1.0
1.6,-0.13,0.54,90.23,0.994,89.59,91.14,90.23,1.0
1.65,0.06,0.56,90.24,0.993,89.4,91.14,90.26,1.0
1.7,0.25,0.58,90.24,0.991,89.22,91.13,90.28,1.0
1.75,0.42,0.59,90.25,0.99,89.05,91.13,90.31,1.0
1.8,0.58,0.6,90.26,0.988,88.89,91.11,90.34,1.0
1.85,0.72,0.6,90.26,0.987,88.75,91.1,90.37,1.0
1.9,0.85,0.6,90.26,0.986,88.63,91.08,90.4,1.0
1.95,0.96,0.59,90.26,0.985,88.52,91.05,90.42,1.0
2.0,1.04,0.57,90.26,0.985,88.44,91.03,90.45,1.0
2.05,1.11,0.55,90.25,0.984,88.38,91.0,90.47,1.0
2.1,1.15,0.53,90.24,0.984,88.34,90.96,90.5,1.0
2.15,1.16,0.5,90.23,0.984,88.33,90.93,90.52,1.0
2.2,1.15,0.46,90.22,0.985,88.34,90.89,90.54,1.0
2.25,1.12,0.42,90.21,0.985,88.37,90.85,90.56,1.0
2.3,1.07,0.38,90.19,0.986,88.43,90.82,90.58,1.0
2.35,0.99,0.33,90.17,0.987,88.51,90.78,90.59,1.0
2.4,0.89,0.27,90.15,0.988,88.62,90.74,90.61,1.0
2.45,0.77,0.22,90.12,0.989,88.74,90.7,90.62,1.0
2.5,0.63,0.16,90.09,0.99,88.89,90.67,90.64,1.0
2.55,0.47,0.09,90.07,0.992,89.05,90.63,90.65,1.0
2.6,0.3,0.03,90.04,0.994,89.23,90.6,90.66,1.0
2.65,0.13,-0.04,90.01,0.996,89.42,90.57,90.66,1.0
2.7,-0.06,-0.11,89.98,0.998,89.63,90.54,90.67,1.0
2.75,-0.25,-0.17,89.94,1.0,89.84,90.52,90.68,1.0
2.8,-0.45,-0.24,89.91,1.002,90.06,90.5,90.68,1.0
2.85,-0.64,-0.3,89.88,1.004,90.28,90.48,90.68,1.0
2.9,-0.83,-0.37,89.85,1.006,90.5,90.47,90.68,1.0
2.95,-1.01,-0.43,89.82,1.008,90.72,90.47,90.68,1.0
3.0,-1.18,-0.49,89.79,1.01,90.93,90.46,90.68,1.0
3.05,-1.33,-0.54,89.76,1.012,91.13,90.47,90.68,1.0
3.1,-1.47,-0.59,89.74,1.014,91.31,90.48,90.68,1.0
3.15,-1.58,-0.63,89.71,1.015,91.49,90.49,90.68,1.0
3.2,-1.67,-0.67,89.69,1.017,91.64,90.51,90.68,1.0
3.25,-1.74,-0.7,89.67,1.018,91.77,90.53,90.67,1.0
3.3,-1.77,-0.72,89.66,1.019,91.88,90.56,90.67,1.0
3.35,-1.78,-0.74,89.65,1.02,91.96,90.59,90.67,1.0
3.4,-1.75,-0.75,89.64,1.02,92.02,90.63,90.66,1.0
3.45,-1.7,-0.75,89.63,1.021,92.05,90.67,90.66,1.0
3.5,-1.61,-0.74,89.63,1.021,92.05,90.71,90.66,1.0
3.55,-1.49,-0.73,89.64,1.02,92.02,90.75,90.66,1.0
3.6,-1.33,-0.7,89.65,1.02,91.96,90.8,90.66,1.0
3.65,-1.15,-0.67,89.66,1.019,91.87,90.85,90.66,1.0
3.7,-0.93,-0.63,89.67,1.017,91.76,90.9,90.66,1.0
3.75,-0.69,-0.59,89.69,1.016,91.61,90.95,90.66,1.0
3.8,-0.42,-0.54,89.72,1.014,91.43,91.0,90.66,1.0
3.85,-0.13,-0.48,89.74,1.012,91.23,91.05,90.67,1.0
3.9,0.17,-0.41,89.77,1.01,91.0,91.1,90.67,1.0
3.95,0.5,-0.34,89.8,1.008,90.75,91.14,90.68,1.0
4.0,0.83,-0.27,89.84,1.005,90.48,91.19,90.69,1.0
4.05,1.17,-0.19,89.88,1.002,90.2,91.23,90.7,1.0
4.1,1.51,-0.11,89.91,0.999,89.9,91.26,90.71,1.0
4.15,1.85,-0.03,89.95,0.997,89.59,91.29,90.72,1.0
4.2,2.18,0.06,90.0,0.994,89.28,91.32,90.73,1.0
4.25,2.5,0.14,90.04,0.991,88.97,91.34,90.74,1.0
4.3,2.79,0.22,90.08,0.988,88.66,91.36,90.76,1.0
4.35,3.07,0.3,90.12,0.985,88.37,91.37,90.77,1.0
4.4,3.32,0.38,90.16,0.983,88.08,91.37,90.79,1.0
4.45,3.53,0.45,90.2,0.981,87.82,91.37,90.8,1.0
4.5,3.71,0.52,90.23,0.978,87.58,91.36,90.82,1.0
4.55,3.85,0.58,90.27,0.976,87.36,91.35,90.83,1.0
4.6,3.94,0.64,90.3,0.975,87.18,91.33,90.85,1.0
4.65,3.98,0.69,90.32,0.974,87.03,91.3,90.87,1.0
4.7,3.98,0.73,90.35,0.972,86.92,91.27,90.88,1.0
4.75,3.93,0.76,90.37,0.972,86.85,91.24,90.9,1.0
4.8,3.82,0.79,90.38,0.972,86.82,91.2,90.91,1.0
4.85,3.66,0.8,90.39,0.972,86.83,91.15,90.92,1.0
4.9,3.45,0.81,90.4,0.972,86.9,91.11,90.94,1.0
4.95,3.19,0.8,90.4,0.973,87.0,91.06,90.95,1.0
5.0,2.88,0.79,90.4,0.974,87.15,91.01,90.96,1.0
5.05,2.52,0.77,90.39,0.976,87.34,90.97,90.97,1.0
5.1,2.12,0.74,90.38,0.978,87.58,90.92,90.98,1.0
5.15,1.68,0.7,90.36,0.98,87.85,90.87,90.98,1.0
5.2,1.21,0.65,90.34,0.983,88.15,90.82,90.99,1.0
5.25,0.7,0.6,90.32,0.985,88.49,90.78,90.99,1.0
5.3,0.18,0.53,90.29,0.989,88.85,90.74,90.99,1.0
5.35,-0.37,0.47,90.26,0.992,89.23,90.7,90.99,1.0
5.4,-0.93,0.39,90.22,0.996,89.63,90.67,90.99,1.0
5.45,-1.49,0.31,90.18,0.999,90.04,90.64,90.99,1.0
5.5,-2.05,0.23,90.14,1.003,90.46,90.62,90.99,1.0
5.55,-2.61,0.15,90.1,1.007,90.87,90.6,90.99,1.0
5.6,-3.14,0.06,90.06,1.011,91.28,90.59,90.98,1.0
5.65,-3.65,-0.03,90.02,1.014,91.67,90.59,90.97,1.0
5.7,-4.13,-0.11,89.98,1.018,92.05,90.59,90.97,1.0
5.75,-4.57,-0.2,89.93,1.021,92.4,90.6,90.96,1.0
5.8,-4.97,-0.28,89.89,1.024,92.73,90.61,90.95,1.0
5.85,-5.32,-0.35,89.85,1.027,93.03,90.64,90.94,1.0
5.9,-5.61,-0.43,89.82,1.03,93.28,90.66,90.93,1.0
5.95,-5.84,-0.49,89.78,1.032,93.5,90.7,90.93,1.0
6.0,-6.01,-0.56,89.75,1.034,93.68,90.73,90.92,1.0
6.05,-6.11,-0.61,89.72,1.035,93.81,90.78,90.91,1.0
6.1,-6.15,-0.65,89.7,1.036,93.9,90.82,90.9,1.0
6.15,-6.11,-0.69,89.68,1.037,93.93,90.88,90.9,1.0
6.2,-6.0,-0.72,89.66,1.037,93.92,90.93,90.89,1.0
6.25,-5.82,-0.74,89.65,1.036,93.86,90.99,90.89,1.0
6.3,-5.56,-0.75,89.64,1.035,93.75,91.05,90.88,1.0
6.35,-5.24,-0.75,89.64,1.034,93.59,91.11,90.88,1.0
6.4,-4.86,-0.74,89.64,1.032,93.38,91.17,90.88,1.0
6.45,-4.41,-0.72,89.65,1.03,93.13,91.22,90.88,1.0
6.5,-3.91,-0.69,89.66,1.027,92.83,91.28,90.89,1.0
6.55,-3.36,-0.65,89.68,1.024,92.5,91.34,90.89,1.0
6.6,-2.76,-0.61,89.7,1.02,92.13,91.39,90.89,1.0
6.65,-2.13,-0.56,89.72,1.017,91.72,91.44,90.9,1.0
6.7,-1.46,-0.5,89.75,1.013,91.29,91.48,90.91,1.0
6.75,-0.77,-0.43,89.78,1.009,90.84,91.52,90.92,1.0
6.8,-0.07,-0.36,89.81,1.004,90.37,91.55,90.93,1.0
6.85,0.64,-0.29,89.84,1.0,89.89,91.58,90.94,1.0
6.9,1.34,-0.21,89.88,0.996,89.4,91.6,90.96,1.0
6.95,2.04,-0.13,89.92,0.992,88.92,91.61,90.97,1.0
7.0,2.71,-0.05,89.96,0.988,88.45,91.62,90.98,1.0
7.05,3.36,0.03,90.0,0.984,88.0,91.61,91.0,1.0
7.1,3.97,0.11,90.03,0.98,87.57,91.6,91.02,1.0
7.15,4.53,0.18,90.07,0.977,87.17,91.59,91.03,1.0
7.2,5.05,0.26,90.11,0.974,86.8,91.56,91.05,1.0
7.25,5.51,0.33,90.14,0.971,86.48,91.53,91.07,1.0
7.3,5.91,0.39,90.17,0.969,86.2,91.49,91.08,1.0
7.35,6.24,0.45,90.2,0.967,85.97,91.45,91.1,1.0
7.4,6.5,0.5,90.23,0.965,85.8,91.4,91.11,1.0
7.45,6.69,0.55,90.25,0.964,85.68,91.34,91.13,1.0
7.5,6.81,0.59,90.26,0.964,85.62,91.28,91.14,1.0
7.55,6.84,0.61,90.28,0.963,85.62,91.22,91.15,1.0
7.6,6.8,0.63,90.29,0.964,85.68,91.16,91.16,1.0
7.65,6.68,0.64,90.29,0.965,85.79,91.1,91.17,1.0
7.7,6.49,0.65,90.3,0.966,85.95,91.03,91.18,1.0
7.75,6.23,0.64,90.29,0.967,86.17,90.97,91.18,1.0
7.8,5.9,0.62,90.29,0.97,86.44,90.9,91.19,1.0
7.85,5.5,0.6,90.27,0.972,86.74,90.84,91.19,1.0
7.9,5.05,0.57,90.26,0.975,87.09,90.79,91.19,1.0
7.95,4.55,0.53,90.24,0.978,87.47,90.73,91.19,1.0
8.0,4.0,0.48,90.22,0.981,87.87,90.68,91.18,1.0
8.05,3.41,0.43,90.19,0.985,88.29,90.64,91.18,1.0
8.1,2.79,0.37,90.17,0.988,88.73,90.6,91.17,1.0
8.15,2.14,0.31,90.14,0.992,89.17,90.56,91.16,1.0
8.2,1.48,0.24,90.1,0.996,89.62,90.54,91.15,1.0
8.25,0.81,0.17,90.07,1.0,90.06,90.52,91.14,1.0
8.3,0.14,0.1,90.04,1.004,90.48,90.5,91.13,1.0
8.35,-0.52,0.03,90.0,1.008,90.89,90.5,91.12,1.0
8.4,-1.16,-0.05,89.97,1.011,91.28,90.5,91.1,1.0
8.45,-1.79,-0.12,89.94,1.014,91.65,90.5,91.09,1.0
8.5,-2.38,-0.19,89.91,1.018,91.98,90.52,91.07,1.0
8.55,-2.94,-0.26,89.88,1.02,92.28,90.54,91.06,1.0
8.6,-3.45,-0.32,89.85,1.023,92.54,90.56,91.04,1.0
8.65,-3.92,-0.38,89.82,1.025,92.77,90.59,91.03,1.0
8.7,-4.34,-0.43,89.8,1.027,92.95,90.63,91.01,1.0
8.75,-4.7,-0.48,89.78,1.029,93.09,90.67,91.0,1.0
8.8,-5.01,-0.52,89.76,1.03,93.19,90.72,90.98,1.0
8.85,-5.25,-0.55,89.75,1.03,93.25,90.76,90.97,1.0
8.9,-5.44,-0.58,89.74,1.03,93.27,90.82,90.96,1.0
8.95,-5.56,-0.59,89.74,1.03,93.25,90.87,90.95,1.0
9.0,-5.62,-0.6,89.73,1.03,93.18,90.93,90.94,1.0
9.05,-5.62,-0.61,89.74,1.029,93.08,90.99,90.93,1.0
9.1,-5.56,-0.6,89.74,1.028,92.95,91.04,90.92,1.0
9.15,-5.45,-0.58,89.75,1.026,92.78,91.1,90.92,1.0
9.2,-5.28,-0.56,89.77,1.024,92.59,91.16,90.91,1.0
9.25,-5.06,-0.53,89.78,1.022,92.37,91.22,90.91,1.0
9.3,-4.79,-0.49,89.8,1.02,92.12,91.27,90.91,1.0
9.35,-4.49,-0.45,89.82,1.017,91.86,91.32,90.91,1.0
9.4,-4.14,-0.4,89.85,1.015,91.58,91.37,90.91,1.0
9.45,-3.77,-0.34,89.87,1.012,91.3,91.41,90.92,1.0
9.5,-3.36,-0.28,89.9,1.009,91.0,91.45,90.92,1.0
9.55,-2.94,-0.22,89.93,1.007,90.71,91.49,90.93,1.0
9.6,-2.5,-0.15,89.96,1.004,90.42,91.52,90.94,1.0
9.65,-2.05,-0.09,89.99,1.001,90.13,91.55,90.95,1.0
9.7,-1.59,-0.02,90.02,0.999,89.85,91.57,90.96,1.0
9.75,-1.14,0.05,90.05,0.996,89.59,91.59,90.97,1.0
9.8,-0.69,0.12,90.08,0.994,89.35,91.6,90.99,1.0
9.85,-0.24,0.19,90.11,0.992,89.12,91.6,91.0,1.0
9.9,0.18,0.26,90.14,0.99,88.91,91.6,91.02,1.0
9.95,0.6,0.32,90.16,0.988,88.73,91.6,91.03,1.0
10.0,0.99,0.38,90.19,0.987,88.58,91.59,91.05,1.0
10.05,1.35,0.43,90.21,0.986,88.45,91.58,91.06,1.0
10.1,1.7,0.48,90.23,0.985,88.34,91.56,91.08,1.0
10.15,2.01,0.52,90.24,0.984,88.27,91.54,91.1,1.0
10.2,2.29,0.56,90.25,0.983,88.21,91.52,91.11,1.0
10.25,2.54,0.59,90.26,0.983,88.19,91.49,91.13,1.0
10.3,2.76,0.62,90.27,0.983,88.18,91.47,91.14,1.0
10.35,2.95,0.63,90.27,0.983,88.2,91.43,91.15,1.0
10.4,3.1,0.64,90.27,0.983,88.24,91.4,91.17,1.0
10.45,3.22,0.64,90.27,0.984,88.3,91.36,91.18,1.0
10.5,3.31,0.64,90.26,0.984,88.37,91.33,91.19,1.0
10.55,3.37,0.62,90.25,0.985,88.45,91.29,91.2,1.0
10.6,3.4,0.6,90.24,0.986,88.55,91.25,91.21,1.0
10.65,3.4,0.57,90.23,0.987,88.65,91.22,91.22,1.0
10.7,3.38,0.54,90.21,0.988,88.76,91.18,91.23,1.0
10.75,3.33,0.5,90.19,0.989,88.88,91.14,91.23,1.0
10.8,3.25,0.45,90.17,0.99,88.99,91.1,91.24,1.0
10.85,3.16,0.4,90.14,0.991,89.11,91.07,91.24,1.0
10.9,3.05,0.34,90.12,0.992,89.22,91.03,91.24,1.0
10.95,2.91,0.28,90.09,0.994,89.33,90.99,91.24,1.0
11.0,2.77,0.21,90.07,0.995,89.43,90.96,91.24,1.0
11.05,2.61,0.14,90.04,0.996,89.53,90.93,91.24,1.0
11.1,2.43,0.07,90.01,0.997,89.62,90.9,91.24,1.0
11.15,2.25,0.0,89.98,0.998,89.7,90.87,91.24,1.0
11.2,2.06,-0.07,89.95,0.999,89.78,90.85,91.23,1.0
11.25,1.86,-0.14,89.92,0.999,89.85,90.82,91.23,1.0
11.3,1.65,-0.21,89.9,1.0,89.91,90.8,91.22,1.0
11.35,1.44,-0.28,89.87,1.001,89.96,90.78,91.21,1.0
11.4,1.22,-0.34,89.85,1.002,90.01,90.76,91.2,1.0
11.45,1.0,-0.41,89.82,1.002,90.05,90.74,91.19,1.0
11.5,0.78,-0.47,89.8,1.003,90.09,90.73,91.18,1.0
11.55,0.56,-0.52,89.78,1.003,90.12,90.72,91.17,1.0
11.6,0.34,-0.57,89.76,1.004,90.15,90.71,91.16,1.0
11.65,0.12,-0.61,89.74,1.004,90.18,90.71,91.15,1.0
11.7,-0.1,-0.65,89.73,1.004,90.21,90.7,91.14,1.0
11.75,-0.31,-0.68,89.72,1.005,90.24,90.7,91.13,1.0
11.8,-0.52,-0.71,89.71,1.005,90.27,90.71,91.11,1.0
11.85,-0.73,-0.72,89.7,1.005,90.3,90.71,91.1,1.0
11.9,-0.93,-0.73,89.69,1.006,90.33,90.72,91.09,1.0
11.95,-1.13,-0.73,89.69,1.006,90.37,90.73,91.08,1.0
12.0,-1.32,-0.73,89.69,1.006,90.41,90.75,91.06,1.0
12.05,-1.49,-0.71,89.7,1.006,90.45,90.77,91.05,1.0
12.1,-1.66,-0.69,89.71,1.007,90.5,90.79,91.04,1.0
12.15,-1.82,-0.66,89.72,1.007,90.54,90.81,91.03,1.0
12.2,-1.97,-0.63,89.73,1.007,90.6,90.84,91.02,1.0
12.25,-2.1,-0.59,89.74,1.008,90.65,90.88,91.01,1.0
12.3,-2.22,-0.54,89.76,1.008,90.7,90.91,91.0,1.0
12.35,-2.32,-0.48,89.78,1.008,90.76,90.95,90.99,1.0
12.4,-2.41,-0.42,89.81,1.008,90.81,90.99,90.99,1.0
12.45,-2.48,-0.35,89.83,1.009,90.86,91.03,90.98,1.0
12.5,-2.53,-0.28,89.86,1.009,90.91,91.08,90.98,1.0
12.55,-2.56,-0.2,89.89,1.009,90.95,91.12,90.97,1.0
12.6,-2.57,-0.12,89.92,1.009,90.99,91.17,90.97,1.0
12.65,-2.55,-0.04,89.95,1.009,91.02,91.22,90.97,1.0
12.7,-2.52,0.04,89.99,1.009,91.04,91.27,90.97,1.0
12.75,-2.46,0.12,90.02,1.008,91.06,91.32,90.97,1.0
12.8,-2.39,0.21,90.06,1.008,91.06,91.37,90.97,1.0
12.85,-2.29,0.29,90.1,1.008,91.05,91.42,90.98,1.0
12.9,-2.17,0.37,90.13,1.007,91.03,91.47,90.98,1.0
12.95,-2.03,0.45,90.17,1.007,91.0,91.52,90.99,1.0
13.0,-1.87,0.52,90.2,1.006,90.95,91.56,91.0,1.0
13.05,-1.69,0.59,90.24,1.005,90.89,91.6,91.01,1.0
13.1,-1.49,0.66,90.27,1.004,90.82,91.64,91.02,1.0
13.15,-1.28,0.71,90.3,1.003,90.74,91.68,91.03,1.0
13.2,-1.06,0.76,90.33,1.002,90.64,91.71,91.04,1.0
13.25,-0.82,0.81,90.35,1.001,90.54,91.73,91.06,1.0
13.3,-0.58,0.84,90.37,1.0,90.42,91.75,91.07,1.0
13.35,-0.33,0.87,90.39,0.999,90.29,91.76,91.09,1.0
13.4,-0.08,0.89,90.41,0.998,90.16,91.77,91.11,1.0
13.45,0.18,0.9,90.42,0.996,90.02,91.77,91.13,1.0
13.5,0.43,0.89,90.42,0.995,89.87,91.76,91.14,1.0
13.55,0.68,0.88,90.42,0.994,89.73,91.75,91.16,1.0
13.6,0.92,0.86,90.42,0.993,89.58,91.73,91.18,1.0
13.65,1.14,0.83,90.41,0.992,89.43,91.71,91.2,1.0
13.7,1.36,0.79,90.4,0.991,89.29,91.67,91.22,1.0
13.75,1.56,0.74,90.38,0.99,89.16,91.63,91.23,1.0
13.8,1.74,0.68,90.36,0.989,89.03,91.59,91.25,1.0
13.85,1.9,0.61,90.33,0.988,88.91,91.54,91.26,1.0
13.9,2.04,0.53,90.3,0.988,88.8,91.48,91.28,1.0
13.95,2.16,0.45,90.26,0.988,88.71,91.42,91.29,1.0
14.0,2.25,0.36,90.22,0.987,88.63,91.35,91.3,1.0
14.05,2.32,0.26,90.18,0.987,88.57,91.28,91.31,1.0
14.1,2.36,0.16,90.14,0.987,88.53,91.21,91.32,1.0
14.15,2.37,0.06,90.09,0.988,88.5,91.14,91.33,1.0
14.2,2.35,-0.04,90.04,0.988,88.49,91.06,91.34,1.0
14.25,2.31,-0.15,89.98,0.988,88.5,90.99,91.34,1.0
14.3,2.24,-0.25,89.93,0.989,88.53,90.91,91.34,1.0
14.35,2.15,-0.36,89.88,0.99,88.58,90.84,91.34,1.0
14.4,2.03,-0.46,89.82,0.991,88.65,90.77,91.34,1.0
14.45,1.9,-0.55,89.77,0.992,88.73,90.71,91.33,1.0
14.5,1.74,-0.64,89.72,0.993,88.83,90.65,91.32,1.0
14.55,1.56,-0.73,89.67,0.995,88.94,90.59,91.31,1.0
14.6,1.38,-0.81,89.63,0.996,89.07,90.54,91.3,1.0
14.65,1.17,-0.87,89.59,0.997,89.2,90.5,91.29,1.0
14.7,0.96,-0.93,89.55,0.999,89.35,90.46,91.28,1.0
14.75,0.74,-0.98,89.52,1.0,89.5,90.44,91.26,1.0
14.8,0.52,-1.02,89.49,1.002,89.65,90.42,91.24,1.0
14.85,0.3,-1.04,89.47,1.003,89.81,90.41,91.22,1.0
14.9,0.08,-1.05,89.46,1.004,89.96,90.41,91.2,1.0
14.95,-0.14,-1.06,89.45,1.006,90.12,90.41,91.18,1.0
15.0,-0.35,-1.04,89.45,1.007,90.27,90.43,91.16,1.0
15.05,-0.54,-1.02,89.46,1.008,90.41,90.46,91.14,1.0
15.1,-0.73,-0.98,89.47,1.009,90.55,90.49,91.12,1.0
15.15,-0.9,-0.93,89.49,1.01,90.68,90.53,91.1,1.0
15.2,-1.06,-0.87,89.52,1.011,90.8,90.58,91.08,1.0
15.25,-1.2,-0.8,89.55,1.011,90.9,90.64,91.06,1.0
15.3,-1.31,-0.72,89.59,1.012,91.0,90.71,91.04,1.0
15.35,-1.41,-0.62,89.64,1.012,91.08,90.78,91.02,1.0
15.4,-1.49,-0.52,89.69,1.012,91.14,90.85,91.01,1.0
15.45,-1.54,-0.42,89.74,1.012,91.19,90.93,90.99,1.0
15.5,-1.58,-0.31,89.8,1.012,91.23,91.01,90.98,1.0
15.55,-1.59,-0.19,89.86,1.011,91.25,91.1,90.97,1.0
15.6,-1.58,-0.07,89.93,1.011,91.26,91.18,90.96,1.0
15.65,-1.56,0.05,89.99,1.01,91.25,91.27,90.96,1.0
15.7,-1.51,0.17,90.06,1.009,91.23,91.35,90.95,1.0
15.75,-1.45,0.29,90.12,1.009,91.2,91.43,90.95,1.0
15.8,-1.36,0.41,90.19,1.008,91.15,91.51,90.95,1.0
15.85,-1.27,0.52,90.25,1.007,91.09,91.58,90.96,1.0
15.9,-1.16,0.63,90.31,1.006,91.03,91.65,90.96,1.0
15.95,-1.04,0.72,90.36,1.004,90.95,91.71,90.97,1.0
16.0,-0.92,0.81,90.41,1.003,90.87,91.77,90.98,1.0
16.05,-0.78,0.89,90.46,1.002,90.77,91.82,90.99,1.0
16.1,-0.65,0.96,90.5,1.001,90.68,91.86,91.0,1.0
16.15,-0.5,1.02,90.53,1.0,90.58,91.89,91.02,1.0
16.2,-0.36,1.06,90.56,0.999,90.47,91.91,91.04,1.0
16.25,-0.22,1.09,90.58,0.998,90.37,91.92,91.06,1.0
16.3,-0.09,1.11,90.59,0.997,90.26,91.93,91.08,1.0
16.35,0.05,1.11,90.59,0.996,90.16,91.92,91.1,1.0
16.4,0.17,1.1,90.59,0.995,90.05,91.91,91.12,1.0
16.45,0.29,1.08,90.58,0.995,89.95,91.88,91.14,1.0
16.5,0.4,1.04,90.56,0.994,89.85,91.85,91.16,1.0
16.55,0.5,0.99,90.53,0.994,89.76,91.81,91.18,1.0
16.6,0.58,0.93,90.5,0.993,89.67,91.76,91.2,1.0
16.65,0.66,0.86,90.46,0.993,89.59,91.7,91.23,1.0
16.7,0.73,0.77,90.41,0.993,89.51,91.64,91.25,1.0
16.75,0.78,0.68,90.36,0.993,89.44,91.57,91.26,1.0
16.8,0.82,0.58,90.31,0.993,89.38,91.5,91.28,1.0
16.85,0.84,0.47,90.25,0.993,89.32,91.43,91.3,1.0
16.9,0.86,0.35,90.18,0.993,89.27,91.35,91.31,1.0
16.95,0.86,0.23,90.12,0.993,89.23,91.27,91.32,1.0
17.0,0.85,0.11,90.05,0.993,89.2,91.19,91.33,1.0
17.05,0.83,-0.01,89.99,0.994,89.17,91.11,91.34,1.0
17.1,0.81,-0.13,89.92,0.994,89.16,91.03,91.35,1.0
17.15,0.77,-0.25,89.86,0.995,89.15,90.96,91.35,1.0
17.2,0.72,-0.36,89.8,0.995,89.15,90.89,91.35,1.0
17.25,0.67,-0.47,89.74,0.996,89.15,90.82,91.35,1.0
17.3,0.61,-0.57,89.68,0.996,89.16,90.76,91.35,1.0
17.35,0.54,-0.67,89.63,0.997,89.18,90.7,91.34,1.0
17.4,0.47,-0.75,89.59,0.997,89.21,90.66,91.34,1.0
17.45,0.4,-0.83,89.55,0.998,89.24,90.61,91.33,1.0
17.5,0.32,-0.89,89.52,0.998,89.28,90.58,91.32,1.0
17.55,0.24,-0.95,89.49,0.999,89.32,90.55,91.3,1.0
17.6,0.16,-0.99,89.48,0.999,89.37,90.53,91.29,1.0
17.65,0.08,-1.02,89.46,1.0,89.42,90.52,91.27,1.0
17.7,0.0,-1.03,89.46,1.0,89.48,90.52,91.26,1.0
17.75,-0.08,-1.03,89.46,1.001,89.54,90.53,91.24,1.0
17.8,-0.15,-1.02,89.47,1.001,89.61,90.54,91.22,1.0
17.85,-0.22,-1.0,89.49,1.002,89.68,90.56,91.2,1.0
17.9,-0.29,-0.97,89.51,1.002,89.75,90.59,91.19,1.0
17.95,-0.36,-0.92,89.54,1.002,89.82,90.63,91.17,1.0
18.0,-0.42,-0.86,89.57,1.003,89.9,90.67,91.15,1.0
18.05,-0.48,-0.79,89.61,1.003,89.98,90.72,91.13,1.0
18.1,-0.53,-0.72,89.66,1.003,90.06,90.77,91.11,1.0
18.15,-0.58,-0.63,89.7,1.003,90.14,90.82,91.1,1.0
18.2,-0.62,-0.54,89.75,1.004,90.22,90.88,91.08,1.0
18.25,-0.65,-0.45,89.81,1.004,90.29,90.94,91.07,1.0
18.3,-0.68,-0.35,89.86,1.004,90.37,91.01,91.06,1.0
18.35,-0.7,-0.24,89.91,1.004,90.44,91.07,91.05,1.0
18.4,-0.71,-0.14,89.97,1.004,90.51,91.13,91.04,1.0
18.45,-0.72,-0.04,90.02,1.004,90.57,91.19,91.03,1.0
18.5,-0.72,0.07,90.07,1.004,90.63,91.26,91.02,1.0
18.55,-0.71,0.17,90.12,1.004,90.68,91.32,91.02,1.0
18.6,-0.69,0.27,90.17,1.004,90.73,91.37,91.02,1.0
18.65,-0.67,0.36,90.21,1.004,90.77,91.42,91.02,1.0
18.7,-0.63,0.45,90.25,1.004,90.79,91.47,91.02,1.0
