t,roll,pitch,true_hdg,acc_g,naive_hdg,module_hdg,stab_hdg,mag_trust
5.0,30.26,-1.2,89.37,0.879,71.59,90.25,92.83,1.0
5.05,29.69,-1.22,89.35,0.879,71.45,89.94,92.8,1.0
5.1,28.92,-1.24,89.34,0.879,71.45,89.64,92.76,1.0
5.15,27.94,-1.25,89.32,0.88,71.59,89.34,92.72,1.0
5.2,26.77,-1.25,89.31,0.881,71.85,89.06,92.66,1.0
5.25,25.41,-1.25,89.3,0.884,72.25,88.79,91.62,1.0
5.3,23.89,-1.24,89.29,0.887,72.76,88.53,91.61,1.0
5.35,22.21,-1.23,89.29,0.89,73.39,88.29,91.58,1.0
5.4,20.39,-1.21,89.28,0.895,74.12,88.07,91.55,1.0
5.45,18.45,-1.18,89.28,0.9,74.95,87.87,91.5,1.0
5.5,16.39,-1.15,89.28,0.906,75.87,87.7,91.45,1.0
5.55,14.24,-1.11,89.29,0.912,76.86,87.54,90.45,1.0
5.6,12.02,-1.07,89.29,0.918,77.92,87.41,90.43,1.0
5.65,9.74,-1.02,89.3,0.925,79.02,87.29,90.41,1.0
5.7,7.42,-0.96,89.32,0.933,80.17,87.21,90.38,1.0
5.75,5.08,-0.9,89.33,0.94,81.34,87.15,90.34,1.0
5.8,2.74,-0.84,89.35,0.949,82.53,87.11,90.29,1.0
5.85,0.43,-0.77,89.37,0.957,83.71,87.09,90.23,1.0
5.9,-1.86,-0.7,89.4,0.965,84.89,87.1,90.17,1.0
5.95,-4.08,-0.62,89.42,0.973,86.05,87.13,89.13,1.0
6.0,-6.24,-0.55,89.45,0.982,87.17,87.18,89.12,1.0
6.05,-8.31,-0.47,89.49,0.99,88.26,87.25,89.1,1.0
6.1,-10.27,-0.39,89.52,0.998,89.29,87.33,89.08,1.0
6.15,-12.11,-0.31,89.55,1.006,90.28,87.44,89.06,1.0
6.2,-13.82,-0.23,89.59,1.013,91.2,87.55,89.03,1.0
6.25,-15.38,-0.15,89.63,1.021,92.05,87.69,89.01,1.0
6.3,-16.79,-0.07,89.67,1.027,92.84,87.83,88.98,1.0
6.35,-18.03,0.0,89.7,1.033,93.56,87.98,88.95,1.0
6.4,-19.09,0.07,89.74,1.039,94.2,88.14,88.92,1.0
6.45,-19.98,0.14,89.78,1.044,94.76,88.31,88.89,1.0
6.5,-20.67,0.2,89.81,1.048,95.24,88.48,88.86,1.0
6.55,-21.18,0.25,89.85,1.052,95.65,88.65,88.84,1.0
6.6,-21.48,0.3,89.88,1.055,95.98,88.82,88.82,1.0
6.65,-21.6,0.34,89.91,1.057,96.22,88.99,88.8,1.0
6.7,-21.52,0.37,89.93,1.059,96.39,89.16,88.79,1.0
6.75,-21.26,0.39,89.96,1.06,96.48,89.33,88.77,1.0
6.8,-20.8,0.4,89.98,1.06,96.49,89.48,88.77,1.0
6.85,-20.17,0.41,89.99,1.059,96.43,89.63,88.77,1.0
6.9,-19.37,0.41,90.0,1.058,96.29,89.78,88.77,1.0
6.95,-18.4,0.39,90.01,1.056,96.08,89.91,88.77,1.0
7.0,-17.28,0.37,90.01,1.053,95.8,90.03,88.78,1.0
7.05,-16.02,0.34,90.01,1.05,95.45,90.14,88.8,1.0
7.1,-14.63,0.3,90.01,1.046,95.04,90.23,88.82,1.0
7.15,-13.12,0.25,90.0,1.042,94.56,90.32,88.84,1.0
7.2,-11.51,0.2,89.99,1.037,94.03,90.39,88.86,1.0
7.25,-9.82,0.13,89.97,1.032,93.45,90.45,88.89,1.0
7.3,-8.06,0.07,89.96,1.026,92.82,90.49,88.92,1.0
7.35,-6.25,-0.0,89.94,1.02,92.15,90.52,88.96,1.0
7.4,-4.41,-0.08,89.92,1.014,91.45,90.53,88.99,1.0
7.45,-2.54,-0.16,89.9,1.008,90.72,90.53,89.03,1.0
7.5,-0.68,-0.24,89.88,1.002,89.98,90.53,89.07,1.0
7.55,1.16,-0.32,89.86,0.996,89.23,90.5,89.11,1.0
7.6,2.97,-0.39,89.84,0.989,88.48,90.47,89.15,1.0
7.65,4.73,-0.47,89.82,0.983,87.75,90.43,89.19,1.0
7.7,6.42,-0.54,89.81,0.978,87.03,90.38,89.23,1.0
7.75,8.03,-0.6,89.8,0.972,86.34,90.32,89.27,1.0
7.8,9.53,-0.66,89.79,0.967,85.7,90.26,89.31,1.0
7.85,10.93,-0.71,89.79,0.962,85.11,90.2,89.34,1.0
7.9,12.2,-0.75,89.8,0.958,84.57,90.13,89.38,1.0
7.95,13.33,-0.78,89.81,0.954,84.11,90.06,89.41,1.0
8.0,14.32,-0.8,89.83,0.951,83.72,89.99,89.45,1.0
8.05,15.15,-0.8,89.86,0.948,83.41,89.93,89.48,1.0
8.1,15.82,-0.79,89.89,0.946,83.19,89.87,89.51,1.0
8.15,16.32,-0.77,89.93,0.945,83.06,89.81,89.53,1.0
8.2,16.65,-0.74,89.98,0.944,83.02,89.77,89.56,1.0
8.25,16.8,-0.69,90.04,0.944,83.08,89.73,89.58,1.0
8.3,16.78,-0.62,90.1,0.944,83.24,89.71,89.6,1.0
8.35,16.59,-0.54,90.17,0.945,83.49,89.69,89.61,1.0
8.4,16.22,-0.45,90.25,0.947,83.84,89.69,89.63,1.0
8.45,15.69,-0.34,90.34,0.949,84.27,89.7,89.64,1.0
8.5,15.0,-0.22,90.43,0.952,84.79,89.73,89.66,1.0
8.55,14.16,-0.08,90.52,0.956,85.38,89.77,89.67,1.0
8.6,13.17,0.07,90.62,0.96,86.04,89.83,89.68,1.0
8.65,12.05,0.23,90.73,0.965,86.77,89.9,89.69,1.0
8.7,10.81,0.39,90.84,0.97,87.55,89.99,89.7,1.0
8.75,9.46,0.57,90.95,0.976,88.37,90.09,89.71,1.0
8.8,8.02,0.76,91.06,0.982,89.22,90.2,89.72,1.0
8.85,6.5,0.95,91.17,0.988,90.1,90.33,89.73,1.0
8.9,4.91,1.14,91.28,0.995,90.98,90.47,89.75,1.0
8.95,3.28,1.34,91.38,1.002,91.87,90.62,89.76,1.0
9.0,1.62,1.54,91.49,1.009,92.76,90.77,89.78,1.0
9.05,-0.06,1.74,91.59,1.016,93.63,90.94,89.8,1.0
9.1,-1.73,1.94,91.69,1.023,94.47,91.11,89.82,1.0
9.15,-3.37,2.13,91.78,1.031,95.28,91.29,89.85,1.0
9.2,-4.99,2.32,91.86,1.038,96.05,91.47,89.88,1.0
9.25,-6.54,2.5,91.94,1.044,96.78,91.66,89.91,1.0
9.3,-8.03,2.67,92.0,1.051,97.45,91.84,89.94,1.0
9.35,-9.44,2.83,92.06,1.057,98.07,92.02,89.98,1.0
9.4,-10.74,2.98,92.12,1.062,98.62,92.2,90.03,1.0
9.45,-11.94,3.11,92.16,1.067,99.12,92.38,90.08,1.0
9.5,-13.01,3.24,92.19,1.072,99.54,92.55,90.13,1.0
9.55,-13.95,3.34,92.21,1.076,99.9,92.71,90.18,1.0
9.6,-14.75,3.43,92.22,1.079,100.19,92.86,90.24,1.0
9.65,-15.4,3.5,92.22,1.082,100.41,93.01,91.24,1.0
9.7,-15.9,3.55,92.21,1.084,100.55,93.14,91.25,1.0
9.75,-16.23,3.58,92.18,1.085,100.63,93.27,91.27,1.0
9.8,-16.41,3.6,92.15,1.085,100.63,93.38,91.29,1.0
9.85,-16.42,3.59,92.11,1.085,100.56,93.47,91.31,1.0
9.9,-16.27,3.56,92.06,1.084,100.42,93.56,91.35,1.0
9.95,-15.95,3.51,91.99,1.082,100.21,93.63,91.38,1.0
10.0,-15.49,3.44,91.92,1.08,99.93,93.68,91.42,1.0
10.05,-14.87,3.34,91.84,1.077,99.59,93.72,91.47,1.0
10.1,-14.11,3.23,91.75,1.073,99.18,93.74,91.52,1.0
10.15,-13.22,3.1,91.65,1.069,98.72,93.74,91.57,1.0
10.2,-12.2,2.94,91.54,1.065,98.19,93.73,91.63,1.0
10.25,-11.06,2.77,91.42,1.06,97.62,93.7,91.68,1.0
10.3,-9.83,2.57,91.3,1.054,96.99,93.65,91.74,1.0
10.35,-8.5,2.36,91.17,1.049,96.32,93.59,91.79,1.0
10.4,-7.1,2.13,91.03,1.043,95.61,93.51,91.85,1.0
10.45,-5.64,1.89,90.89,1.037,94.87,93.41,91.91,1.0
10.5,-4.13,1.62,90.74,1.031,94.1,93.29,91.96,1.0
10.55,-2.59,1.35,90.59,1.025,93.3,93.16,92.01,1.0
10.6,-1.04,1.06,90.43,1.019,92.5,93.01,92.06,1.0
10.65,0.52,0.76,90.26,1.013,91.69,92.85,92.11,1.0
10.7,2.06,0.45,90.1,1.007,90.88,92.67,92.15,1.0
10.75,3.56,0.14,89.92,1.002,90.09,92.48,92.19,1.0
10.8,5.03,-0.19,89.75,0.997,89.31,92.28,92.23,1.0
10.85,6.43,-0.51,89.58,0.992,88.56,92.06,92.26,1.0
10.9,7.76,-0.84,89.4,0.988,87.85,91.84,92.28,1.0
10.95,9.0,-1.17,89.22,0.984,87.18,91.61,92.3,1.0
11.0,10.14,-1.5,89.04,0.981,86.56,91.37,92.32,1.0
11.05,11.17,-1.83,88.87,0.978,86.01,91.12,92.32,1.0
11.1,12.09,-2.14,88.69,0.976,85.51,90.88,92.32,1.0
11.15,12.87,-2.45,88.52,0.974,85.09,90.63,92.32,1.0
11.2,13.52,-2.75,88.35,0.973,84.74,90.39,92.31,1.0
11.25,14.03,-3.04,88.19,0.972,84.47,90.15,92.29,1.0
11.3,14.39,-3.31,88.03,0.972,84.28,89.91,92.26,1.0
11.35,14.61,-3.57,87.88,0.972,84.18,89.69,92.23,1.0
11.4,14.67,-3.8,87.74,0.973,84.15,89.48,92.19,1.0
11.45,14.58,-4.02,87.6,0.974,84.21,89.27,92.14,1.0
11.5,14.34,-4.21,87.48,0.976,84.35,89.09,92.09,1.0
11.55,13.95,-4.38,87.36,0.978,84.56,88.92,92.03,1.0
11.6,13.41,-4.52,87.26,0.981,84.85,88.77,91.0,1.0
11.65,12.73,-4.64,87.17,0.984,85.2,88.65,90.99,1.0
11.7,11.92,-4.72,87.1,0.988,85.61,88.54,90.97,1.0
11.75,10.99,-4.78,87.04,0.991,86.07,88.46,90.94,1.0
11.8,9.93,-4.8,87.0,0.996,86.58,88.41,90.91,1.0
11.85,8.77,-4.8,86.97,1.0,87.13,88.38,90.87,1.0
11.9,7.51,-4.76,86.96,1.004,87.71,88.38,90.83,1.0
11.95,6.16,-4.69,86.97,1.009,88.31,88.41,90.78,1.0
12.0,4.73,-4.6,86.99,1.014,88.93,88.46,90.73,1.0
12.05,3.25,-4.47,87.04,1.018,89.54,88.54,90.68,1.0
12.1,1.72,-4.31,87.1,1.023,90.16,88.65,90.62,1.0
12.15,0.15,-4.12,87.18,1.027,90.77,88.78,90.57,1.0
12.2,-1.44,-3.91,87.27,1.032,91.37,88.94,90.51,1.0
12.25,-3.04,-3.67,87.39,1.036,91.94,89.12,90.46,1.0
12.3,-4.63,-3.41,87.52,1.04,92.48,89.32,90.41,1.0
12.35,-6.2,-3.13,87.66,1.043,92.99,89.54,90.36,1.0
12.4,-7.73,-2.84,87.81,1.046,93.47,89.78,90.31,1.0
12.45,-9.22,-2.52,87.98,1.049,93.9,90.03,90.27,1.0
12.5,-10.64,-2.2,88.16,1.051,94.28,90.3,90.24,1.0
12.55,-11.99,-1.86,88.35,1.053,94.61,90.58,90.21,1.0
12.6,-13.25,-1.53,88.54,1.054,94.89,90.86,90.18,1.0
12.65,-14.42,-1.18,88.74,1.055,95.11,91.15,90.17,1.0
12.7,-15.48,-0.84,88.94,1.055,95.28,91.43,90.16,1.0
12.75,-16.42,-0.51,89.15,1.054,95.38,91.72,90.15,1.0
12.8,-17.23,-0.18,89.35,1.053,95.41,92.0,90.16,1.0
12.85,-17.91,0.14,89.55,1.051,95.38,92.27,90.17,1.0
12.9,-18.45,0.45,89.74,1.049,95.28,92.53,90.19,1.0
12.95,-18.85,0.73,89.93,1.046,95.12,92.77,90.22,1.0
13.0,-19.1,1.0,90.1,1.042,94.88,93.0,90.25,1.0
13.05,-19.19,1.25,90.27,1.038,94.57,93.21,90.3,1.0
13.1,-19.13,1.47,90.42,1.034,94.19,93.4,90.35,1.0
13.15,-18.92,1.67,90.56,1.028,93.73,93.56,90.4,1.0
13.2,-18.56,1.84,90.69,1.023,93.21,93.7,90.46,1.0
13.25,-18.04,1.98,90.8,1.017,92.62,93.81,91.55,1.0
13.3,-17.38,2.09,90.89,1.01,91.97,93.89,91.56,1.0
13.35,-16.58,2.18,90.96,1.004,91.25,93.94,91.57,1.0
13.4,-15.64,2.23,91.02,0.997,90.48,93.95,91.6,1.0
13.45,-14.57,2.25,91.06,0.99,89.65,93.94,91.63,1.0
13.5,-13.38,2.25,91.08,0.982,88.78,93.89,91.67,1.0
13.55,-12.07,2.21,91.08,0.975,87.86,93.82,91.7,1.0
13.6,-10.66,2.15,91.07,0.968,86.92,93.71,91.75,1.0
13.65,-9.16,2.07,91.05,0.96,85.94,93.57,91.79,1.0
13.7,-7.57,1.96,91.0,0.953,84.96,93.41,91.84,1.0
13.75,-5.91,1.83,90.95,0.946,83.96,93.22,91.88,1.0
13.8,-4.19,1.69,90.88,0.94,82.97,93.0,91.93,1.0
13.85,-2.42,1.53,90.81,0.933,81.99,92.77,91.97,1.0
13.9,-0.62,1.36,90.73,0.927,81.04,92.51,92.01,1.0
13.95,1.2,1.17,90.64,0.921,80.12,92.24,92.05,1.0
14.0,3.04,0.99,90.55,0.916,79.25,91.95,92.08,1.0
14.05,4.87,0.8,90.46,0.911,78.43,91.65,92.1,1.0
14.1,6.69,0.6,90.36,0.907,77.67,91.35,92.12,1.0
14.15,8.48,0.42,90.27,0.903,76.98,91.04,92.13,1.0
14.2,10.24,0.23,90.19,0.899,76.37,90.73,92.14,1.0
14.25,11.94,0.06,90.11,0.896,75.85,90.42,92.14,1.0
14.3,13.59,-0.11,90.04,0.894,75.41,90.12,92.13,1.0
14.35,15.17,-0.26,89.97,0.892,75.07,89.83,92.11,1.0
14.4,16.67,-0.39,89.92,0.891,74.82,89.55,92.09,1.0
14.45,18.08,-0.51,89.88,0.89,74.67,89.28,92.05,1.0
14.5,19.4,-0.61,89.85,0.89,74.62,89.02,92.01,1.0
14.55,20.62,-0.7,89.83,0.891,74.67,88.79,91.96,1.0
14.6,21.74,-0.76,89.83,0.892,74.81,88.57,91.91,1.0
14.65,22.74,-0.8,89.84,0.893,75.04,88.37,90.9,1.0
14.7,23.62,-0.82,89.86,0.895,75.36,88.2,90.89,1.0
14.75,24.39,-0.82,89.89,0.897,75.76,88.05,90.87,1.0
14.8,25.04,-0.81,89.94,0.9,76.24,87.91,90.84,1.0
14.85,25.56,-0.77,90.0,0.903,76.78,87.8,90.8,1.0
14.9,25.95,-0.71,90.06,0.906,77.37,87.71,90.76,1.0
14.95,26.22,-0.64,90.14,0.91,78.02,87.65,90.71,1.0
15.0,26.36,-0.55,90.22,0.914,78.71,87.6,90.65,1.0
15.05,26.38,-0.45,90.31,0.918,79.43,87.57,89.64,1.0
15.1,26.28,-0.34,90.4,0.922,80.18,87.56,89.64,1.0
15.15,26.06,-0.22,90.5,0.927,80.94,87.56,89.62,1.0
15.2,25.71,-0.09,90.59,0.932,81.7,87.57,89.6,1.0
15.25,25.25,0.04,90.69,0.936,82.47,87.6,89.57,1.0
15.3,24.68,0.18,90.78,0.941,83.22,87.64,89.54,1.0
15.35,23.99,0.32,90.87,0.946,83.96,87.69,89.51,1.0
15.4,23.2,0.46,90.95,0.95,84.68,87.74,89.47,1.0
15.45,22.3,0.6,91.03,0.955,85.38,87.79,89.43,1.0
15.5,21.31,0.74,91.1,0.96,86.05,87.85,89.39,1.0
15.55,20.21,0.87,91.16,0.964,86.69,87.91,89.35,1.0
15.6,19.03,1.0,91.21,0.968,87.29,87.97,89.31,1.0
15.65,17.75,1.12,91.26,0.972,87.86,88.04,89.26,1.0
15.7,16.39,1.23,91.29,0.976,88.4,88.09,89.22,1.0
15.75,14.95,1.34,91.31,0.98,88.91,88.15,89.18,1.0
15.8,13.43,1.43,91.33,0.984,89.39,88.2,89.14,1.0
15.85,11.84,1.52,91.33,0.988,89.84,88.26,89.11,1.0
15.9,10.19,1.6,91.33,0.991,90.27,88.3,89.07,1.0
15.95,8.46,1.67,91.31,0.995,90.69,88.35,89.03,1.0
16.0,6.68,1.73,91.29,0.998,91.08,88.4,89.0,1.0
16.05,4.85,1.78,91.27,1.002,91.47,88.44,88.97,1.0
16.1,2.96,1.83,91.24,1.005,91.85,88.49,88.94,1.0
16.15,1.03,1.86,91.2,1.009,92.24,88.54,88.91,1.0
16.2,-0.93,1.9,91.16,1.013,92.62,88.59,88.89,1.0
16.25,-2.93,1.92,91.12,1.017,93.02,88.64,88.86,1.0
16.3,-4.95,1.94,91.08,1.021,93.42,88.7,88.84,1.0
16.35,-6.99,1.95,91.04,1.025,93.85,88.77,88.82,1.0
16.4,-9.03,1.96,91.01,1.029,94.29,88.84,88.81,1.0
16.45,-11.08,1.97,90.97,1.034,94.75,88.93,88.79,1.0
16.5,-13.11,1.97,90.94,1.038,95.24,89.02,88.78,1.0
16.55,-15.13,1.97,90.91,1.043,95.74,89.12,88.77,1.0
16.6,-17.12,1.97,90.89,1.049,96.27,89.24,88.77,1.0
16.65,-19.06,1.96,90.87,1.054,96.82,89.37,88.76,1.0
16.7,-20.96,1.95,90.86,1.06,97.39,89.51,88.76,1.0
16.75,-22.79,1.93,90.85,1.066,97.97,89.66,88.77,1.0
16.8,-24.55,1.91,90.85,1.072,98.56,89.83,88.78,1.0
16.85,-26.22,1.88,90.85,1.078,99.16,90.0,88.79,1.0
16.9,-27.79,1.84,90.85,1.084,99.75,90.19,88.8,1.0
16.95,-29.25,1.8,90.86,1.091,100.34,90.38,88.82,1.0
17.0,-30.58,1.75,90.86,1.097,100.92,90.59,88.85,1.0
17.05,-31.77,1.69,90.87,1.103,101.48,90.79,88.88,1.0
17.1,-32.81,1.63,90.88,1.109,102.02,91.01,88.91,1.0
17.15,-33.69,1.55,90.88,1.114,102.52,91.22,88.95,1.0
17.2,-34.4,1.45,90.88,1.12,102.98,91.44,88.99,1.0
17.25,-34.92,1.35,90.88,1.124,103.39,91.65,89.04,1.0
17.3,-35.24,1.23,90.86,1.129,103.75,91.86,89.1,1.0
17.35,-35.37,1.1,90.84,1.132,104.05,92.06,89.15,1.0
17.4,-35.29,0.96,90.81,1.135,104.29,92.26,90.18,1.0
17.45,-34.99,0.8,90.77,1.137,104.46,92.44,90.19,1.0
17.5,-34.47,0.62,90.72,1.139,104.55,92.61,90.2,1.0
17.55,-33.73,0.44,90.66,1.139,104.56,92.77,90.23,1.0
17.6,-32.77,0.24,90.59,1.139,104.49,92.91,90.26,1.0
17.65,-31.58,0.03,90.5,1.137,104.32,93.04,90.3,1.0
17.7,-30.18,-0.18,90.41,1.135,104.07,93.15,90.35,1.0
17.75,-28.56,-0.41,90.3,1.132,103.72,93.24,90.4,1.0
17.8,-26.74,-0.64,90.18,1.127,103.27,93.3,90.46,1.0
17.85,-24.72,-0.87,90.05,1.122,102.72,93.35,90.52,1.0
17.9,-22.51,-1.11,89.91,1.115,102.07,93.38,91.56,1.0
17.95,-20.13,-1.34,89.76,1.108,101.32,93.39,91.56,1.0
18.0,-17.59,-1.57,89.61,1.1,100.46,93.38,91.58,1.0
18.05,-14.9,-1.79,89.45,1.091,99.51,93.35,91.59,1.0
18.1,-12.09,-1.99,89.3,1.081,98.46,93.3,91.62,1.0
18.15,-9.18,-2.19,89.14,1.071,97.31,93.23,91.64,1.0
18.2,-6.18,-2.36,88.99,1.06,96.07,93.15,91.67,1.0
18.25,-3.12,-2.52,88.84,1.049,94.76,93.05,91.7,1.0
18.3,-0.02,-2.65,88.7,1.037,93.37,92.94,91.74,1.0
18.35,3.09,-2.76,88.57,1.026,91.92,92.81,91.77,1.0
18.4,6.19,-2.84,88.46,1.014,90.43,92.68,91.8,1.0
18.45,9.26,-2.89,88.35,1.003,88.91,92.53,91.83,1.0
18.5,12.27,-2.91,88.27,0.992,87.38,92.38,91.86,1.0
18.55,15.19,-2.89,88.2,0.981,85.86,92.23,91.89,1.0
18.6,18.01,-2.84,88.16,0.971,84.38,92.07,91.91,1.0
18.65,20.7,-2.76,88.13,0.961,82.95,91.92,91.94,1.0
18.7,23.23,-2.64,88.13,0.952,81.6,91.76,91.95,1.0
18.75,25.6,-2.49,88.14,0.944,80.36,91.61,91.97,1.0
